content,score,at,label,Unnamed: 0,clean_text,normalized_text,text_StopWords,text_tokens,text_steaming
Oke,5,2024-02-23 07:50:13,Positif,,oke,oke,oke,['oke'],oke
"Aplikasi kok gak ada meu EDIT nya sekelas KPU padahal ,",1,2024-02-23 07:39:12,Negatif,,aplikasi kok gak ada meu edit nya sekelas kpu padahal,aplikasi mengapa tidak ada meu edit nya sekelas kpu padahal,aplikasi meu edit nya sekelas kpu,"['aplikasi', 'meu', 'edit', 'nya', 'sekelas', 'kpu']",aplikasi meu edit nya kelas kpu
Dosa jariyah terhadap seluruh rakyat Indonesia,1,2024-02-23 06:55:34,Negatif,,dosa jariyah terhadap seluruh rakyat indonesia,dosa jariyah terhadap seluruh rakyat indonesia,dosa jariyah rakyat indonesia,"['dosa', 'jariyah', 'rakyat', 'indonesia']",dosa jariyah rakyat indonesia
Udah bisa diuninstall blm sih ni aplikasi?,1,2024-02-23 06:34:56,Negatif,,udah bisa diuninstall blm sih ni aplikasi,sudah bisa diuninstall blm sih ni aplikasi,diuninstall blm sih ni aplikasi,"['diuninstall', 'blm', 'sih', 'ni', 'aplikasi']",diuninstall blm sih ni aplikasi
"APLIKASI BAD BANGETT, BIKIN STRESS BUKANNYA MEMBANTU MALAH MEMPERSULIT!!! BINTANG 0",1,2024-02-23 06:15:43,Negatif,,aplikasi bad bangett bikin stress bukannya membantu malah mempersulit bintang 0,aplikasi bad bangett bikin stress bukannya membantu malah mempersulit bintang 0,aplikasi bad bangett bikin stress membantu mempersulit bintang 0,"['aplikasi', 'bad', 'bangett', 'bikin', 'stress', 'membantu', 'mempersulit', 'bintang', '0']",aplikasi bad bangett bikin stress bantu sulit bintang 0
"Error mulu, aplikasi gagal... 5 tahun ngapain aja? Makan gaji buta nih bagian yg ngerjain aplikasi. Ngga layak pakai tapi maksain.",1,2024-02-23 05:59:34,Negatif,,error mulu aplikasi gagal 5 tahun ngapain aja makan gaji buta nih bagian yg ngerjain aplikasi ngga layak pakai tapi maksain,error mulu aplikasi gagal 5 tahun ngapain saja makan gaji buta nih bagian yang ngerjain aplikasi ngga layak pakai tapi maksain,error mulu aplikasi gagal 5 ngapain makan gaji buta nih ngerjain aplikasi ngga layak pakai maksain,"['error', 'mulu', 'aplikasi', 'gagal', '5', 'ngapain', 'makan', 'gaji', 'buta', 'nih', 'ngerjain', 'aplikasi', 'ngga', 'layak', 'pakai', 'maksain']",error mulu aplikasi gagal 5 ngapain makan gaji buta nih ngerjain aplikasi ngga layak pakai maksain
"Sekelas pemerintah KPU bikin aplikasi gagal, digunakan tidak bisa",1,2024-02-23 05:59:18,Negatif,,sekelas pemerintah kpu bikin aplikasi gagal digunakan tidak bisa,sekelas pemerintah kpu bikin aplikasi gagal digunakan tidak bisa,sekelas pemerintah kpu bikin aplikasi gagal,"['sekelas', 'pemerintah', 'kpu', 'bikin', 'aplikasi', 'gagal']",kelas perintah kpu bikin aplikasi gagal
Aplikasi ngalilieur kpps,2,2024-02-23 05:44:17,Negatif,,aplikasi ngalilieur kpps,aplikasi ngalilieur kpps,aplikasi ngalilieur kpps,"['aplikasi', 'ngalilieur', 'kpps']",aplikasi ngalilieur kpps
"Prlu di develop ulang,masih banyak kekurangan,bug,leled dll",2,2024-02-23 04:32:42,Negatif,,prlu di develop ulangmasih banyak kekuranganbugleled dll,prlu di develop ulangmasih banyak kekuranganbugleled dll,prlu develop ulangmasih kekuranganbugleled dll,"['prlu', 'develop', 'ulangmasih', 'kekuranganbugleled', 'dll']",prlu develop ulangmasih kekuranganbugleled dll
"Klw belum bisa membuat aplikasi yg minus error,serahkan pada ahlinya.apalagi ini untuk aplikasi pemilu yg ""mungkin"" tujuan nya untuk mengurangi kecurangan .",1,2024-02-23 04:31:22,Negatif,,klw belum bisa membuat aplikasi yg minus errorserahkan pada ahlinyaapalagi ini untuk aplikasi pemilu yg mungkin tujuan nya untuk mengurangi kecurangan,klw belum bisa membuat aplikasi yang minus errorserahkan pada ahlinyaapalagi ini untuk aplikasi pemilu yang mungkin tujuan nya untuk mengurangi kecurangan,klw aplikasi minus errorserahkan ahlinyaapalagi aplikasi pemilu tujuan nya mengurangi kecurangan,"['klw', 'aplikasi', 'minus', 'errorserahkan', 'ahlinyaapalagi', 'aplikasi', 'pemilu', 'tujuan', 'nya', 'mengurangi', 'kecurangan']",klw aplikasi minus errorserahkan ahlinyaapalagi aplikasi milu tuju nya kurang curang
apk gajelas,1,2024-02-23 04:17:33,Negatif,,apk gajelas,aplikasi gajelas,aplikasi gajelas,"['aplikasi', 'gajelas']",aplikasi gajelas
"Syalan, aplikasi yg buat gw jadi gk tidur. Gambar diproses mulu kayanya anggaran buat aplikasi ini cuma 1jt ya wajar si",1,2024-02-23 03:49:06,Negatif,,syalan aplikasi yg buat gw jadi gk tidur gambar diproses mulu kayanya anggaran buat aplikasi ini cuma 1jt ya wajar si,syalan aplikasi yang untuk gw jadi tidak tidur gambar diproses mulu kayanya anggaran untuk aplikasi ini cuma 1jt iya wajar si,syalan aplikasi gw tidur gambar diproses mulu kayanya anggaran aplikasi 1jt iya wajar si,"['syalan', 'aplikasi', 'gw', 'tidur', 'gambar', 'diproses', 'mulu', 'kayanya', 'anggaran', 'aplikasi', '1jt', 'iya', 'wajar', 'si']",syal aplikasi gw tidur gambar proses mulu kaya anggar aplikasi 1jt iya wajar si
"APK sampah, banyak bugnya malah KPU salahkan petugas KPPS",1,2024-02-23 03:29:24,Negatif,,apk sampah banyak bugnya malah kpu salahkan petugas kpps,aplikasi sampah banyak bugnya malah kpu salahkan petugas kpps,aplikasi sampah bugnya kpu salahkan petugas kpps,"['aplikasi', 'sampah', 'bugnya', 'kpu', 'salahkan', 'petugas', 'kpps']",aplikasi sampah bugnya kpu salah tugas kpps
"Aplikasi mempersulit kerja Belum layak dipakai, kamera tidak singkron dengan kamera utama Sara adakan foto manual yang bisa ambil dari galeri untuk mempermudah pekerjaan",2,2024-02-23 03:24:01,Negatif,,aplikasi mempersulit kerja belum layak dipakai kamera tidak singkron dengan kamera utama sara adakan foto manual yang bisa ambil dari galeri untuk mempermudah pekerjaan,aplikasi mempersulit kerja belum layak dipakai kamera tidak singkron dengan kamera utama sara adakan foto manual yang bisa ambil dari galeri untuk mempermudah pekerjaan,aplikasi mempersulit kerja layak dipakai kamera singkron kamera utama sara adakan foto manual ambil galeri mempermudah pekerjaan,"['aplikasi', 'mempersulit', 'kerja', 'layak', 'dipakai', 'kamera', 'singkron', 'kamera', 'utama', 'sara', 'adakan', 'foto', 'manual', 'ambil', 'galeri', 'mempermudah', 'pekerjaan']",aplikasi sulit kerja layak pakai kamera singkron kamera utama sara adakan foto manual ambil galeri mudah kerja
"Kurang lebih sehari setelah penyesuaian nilai dengan foto yang diupload, nilainya berubah dengan sendirinya. User tidak dapat mengoreksi nilai lagi karna sudah terlanjur di ""submit"".",2,2024-02-23 02:41:41,Negatif,,kurang lebih sehari setelah penyesuaian nilai dengan foto yang diupload nilainya berubah dengan sendirinya user tidak dapat mengoreksi nilai lagi karna sudah terlanjur di submit,kurang lebih sehari setelah penyesuaian nilai dengan foto yang diupload nilainya berubah dengan sendirinya user tidak dapat mengoreksi nilai lagi karna sudah terlanjur di submit,sehari penyesuaian nilai foto diupload nilainya berubah user mengoreksi nilai karna terlanjur submit,"['sehari', 'penyesuaian', 'nilai', 'foto', 'diupload', 'nilainya', 'berubah', 'user', 'mengoreksi', 'nilai', 'karna', 'terlanjur', 'submit']",hari sesuai nilai foto diupload nilai ubah user koreksi nilai karna lanjur submit
Gapteķ,1,2024-02-23 02:35:47,Negatif,,gapte,gapte,gapte,['gapte'],gapte
Aplikasi penghambat kinerja KPPS tidak berguna terus gobloknya lagi udah gak layak pake KPU nya masih saja maksa untuk di gunakan.,1,2024-02-23 02:33:53,Negatif,,aplikasi penghambat kinerja kpps tidak berguna terus gobloknya lagi udah gak layak pake kpu nya masih saja maksa untuk di gunakan,aplikasi penghambat kinerja kpps tidak berguna terus gobloknya lagi sudah tidak layak pakai kpu nya masih saja maksa untuk di gunakan,aplikasi penghambat kinerja kpps berguna gobloknya layak pakai kpu nya maksa,"['aplikasi', 'penghambat', 'kinerja', 'kpps', 'berguna', 'gobloknya', 'layak', 'pakai', 'kpu', 'nya', 'maksa']",aplikasi hambat kerja kpps guna goblok layak pakai kpu nya maksa
Mantap aplikasi keren,5,2024-02-23 02:21:42,Positif,,mantap aplikasi keren,mantap aplikasi keren,mantap aplikasi keren,"['mantap', 'aplikasi', 'keren']",mantap aplikasi keren
habis updte versi terbaru kok malah hilang semua foto yg udh di kunci..,1,2024-02-23 01:56:36,Negatif,,habis updte versi terbaru kok malah hilang semua foto yg udh di kunci,habis updte versi terbaru mengapa malah hilang semua foto yang udh di kunci,habis updte versi terbaru hilang foto udh kunci,"['habis', 'updte', 'versi', 'terbaru', 'hilang', 'foto', 'udh', 'kunci']",habis updte versi baru hilang foto udh kunci
Tolong lebih diperbaiki lagi Ada beberapa fitur yg tidak berfungsi Mau edit hasil tidak bisa (YG DISALAHKAN PENGGUNAANNYA) baik apa gk klo kek gitu😊,1,2024-02-23 01:27:48,Negatif,,tolong lebih diperbaiki lagi ada beberapa fitur yg tidak berfungsi mau edit hasil tidak bisa yg disalahkan penggunaannya baik apa gk klo kek gitu,mohon lebih diperbaiki lagi ada beberapa fitur yang tidak berfungsi ingin edit hasil tidak bisa yang disalahkan penggunaannya baik apa tidak klo kek gitu,mohon diperbaiki fitur berfungsi edit hasil disalahkan penggunaannya klo kek gitu,"['mohon', 'diperbaiki', 'fitur', 'berfungsi', 'edit', 'hasil', 'disalahkan', 'penggunaannya', 'klo', 'kek', 'gitu']",mohon baik fitur fungsi edit hasil salah guna klo kek gitu
"Bermanfaat mudah di gunakan, produk lokal nih bos!!",1,2024-02-23 00:53:24,Negatif,,bermanfaat mudah di gunakan produk lokal nih bos,bermanfaat mudah di gunakan produk lokal nih bos,bermanfaat mudah produk lokal nih bos,"['bermanfaat', 'mudah', 'produk', 'lokal', 'nih', 'bos']",manfaat mudah produk lokal nih bos
Untuk kedepanya Kalo bisa yang diunggah pdf aja kalo foto satu satu malah lambat kecuali kita punya server yang oke..ini yang akses satu indonesia lo bukan satu kabupaten.,1,2024-02-23 00:48:11,Negatif,,untuk kedepanya kalo bisa yang diunggah pdf aja kalo foto satu satu malah lambat kecuali kita punya server yang okeini yang akses satu indonesia lo bukan satu kabupaten,untuk kedepanya kalau bisa yang diunggah pdf saja kalau foto satu satu malah lambat kecuali kita punya server yang okeini yang akses satu indonesia lo bukan satu kabupaten,kedepanya diunggah pdf foto lambat kecuali server okeini akses indonesia lo kabupaten,"['kedepanya', 'diunggah', 'pdf', 'foto', 'lambat', 'kecuali', 'server', 'okeini', 'akses', 'indonesia', 'lo', 'kabupaten']",depa unggah pdf foto lambat kecuali server okeini akses indonesia lo kabupaten
🐷,1,2024-02-23 00:05:15,Negatif,,,,,[],
apk gaguna,1,2024-02-22 23:57:52,Negatif,,apk gaguna,aplikasi gaguna,aplikasi gaguna,"['aplikasi', 'gaguna']",aplikasi gaguna
"Mengapa tidak bisa membuka langsung, harus mengaktifkan kunci layar lah tekek kah ! Aplikasi bermasalah, yang server nya di luar negeri ! 🙄",1,2024-02-22 22:58:14,Negatif,,mengapa tidak bisa membuka langsung harus mengaktifkan kunci layar lah tekek kah aplikasi bermasalah yang server nya di luar negeri,mengapa tidak bisa membuka langsung harus mengaktifkan kunci layar lah tekek kah aplikasi bermasalah yang server nya di luar negeri,membuka langsung mengaktifkan kunci layar tekek kah aplikasi bermasalah server nya negeri,"['membuka', 'langsung', 'mengaktifkan', 'kunci', 'layar', 'tekek', 'kah', 'aplikasi', 'bermasalah', 'server', 'nya', 'negeri']",buka langsung aktif kunci layar tekek kah aplikasi masalah server nya negeri
"Apk gak guna, bikin kisruh negara aja. Tanggung jawab di akhirat ya amsari.",1,2024-02-22 22:31:38,Negatif,,apk gak guna bikin kisruh negara aja tanggung jawab di akhirat ya amsari,aplikasi tidak guna bikin kisruh negara saja tanggung jawab di akhirat iya amsari,aplikasi bikin kisruh negara tanggung akhirat iya amsari,"['aplikasi', 'bikin', 'kisruh', 'negara', 'tanggung', 'akhirat', 'iya', 'amsari']",aplikasi bikin kisruh negara tanggung akhirat iya amsari
Sudah login,1,2024-02-22 20:55:31,Negatif,,sudah login,sudah login,login,['login'],login
Oke,5,2024-02-22 18:32:30,Positif,,oke,oke,oke,['oke'],oke
Oke,5,2024-02-22 16:21:27,Positif,,oke,oke,oke,['oke'],oke
Gak bisa dibuka,1,2024-02-22 16:19:46,Negatif,,gak bisa dibuka,tidak bisa dibuka,dibuka,['dibuka'],buka
"Account is disabled, contact your administrator... Artinya... Knap tdak bsa login",1,2024-02-22 16:17:19,Negatif,,account is disabled contact your administrator artinya knap tdak bsa login,account is disabled contact your administrator artinya knap tdak bsa login,account is disabled contact your administrator knap tdak bsa login,"['account', 'is', 'disabled', 'contact', 'your', 'administrator', 'knap', 'tdak', 'bsa', 'login']",account is disabled contact your administrator knap tdak bsa login
Oke,5,2024-02-22 16:06:55,Positif,,oke,oke,oke,['oke'],oke
apk gagal,1,2024-02-22 16:01:39,Negatif,,apk gagal,aplikasi gagal,aplikasi gagal,"['aplikasi', 'gagal']",aplikasi gagal
Oke,5,2024-02-22 15:55:19,Positif,,oke,oke,oke,['oke'],oke
Lempar batu sembunyi tangan ..,1,2024-02-22 15:53:58,Negatif,,lempar batu sembunyi tangan,lempar batu sembunyi tangan,lempar batu sembunyi tangan,"['lempar', 'batu', 'sembunyi', 'tangan']",lempar batu sembunyi tangan
Aplikasi jelek curang,1,2024-02-22 15:53:49,Negatif,,aplikasi jelek curang,aplikasi buruk curang,aplikasi buruk curang,"['aplikasi', 'buruk', 'curang']",aplikasi buruk curang
"sialan bikin ngumet endas ku susah masuk sudah cara papun donload segalagala,gagal terus",1,2024-02-22 15:29:15,Negatif,,sialan bikin ngumet endas ku susah masuk sudah cara papun donload segalagalagagal terus,sialan bikin ngumet endas ku susah masuk sudah cara papun donload segalagalagagal terus,sialan bikin ngumet endas ku susah masuk papun donload segalagalagagal,"['sialan', 'bikin', 'ngumet', 'endas', 'ku', 'susah', 'masuk', 'papun', 'donload', 'segalagalagagal']",sial bikin ngumet endas ku susah masuk papun donload segalagalagagal
Oke,5,2024-02-22 15:07:57,Positif,,oke,oke,oke,['oke'],oke
Oke,5,2024-02-22 15:04:20,Positif,,oke,oke,oke,['oke'],oke
Tidak bisa diupdate,1,2024-02-22 14:58:55,Negatif,,tidak bisa diupdate,tidak bisa diupdate,diupdate,['diupdate'],diupdate
"Mohon kalo mau bikin aplikasi tuh ya jangan main main, mohon di perhatikan aspek aspek yang harus di liat dalam pembuatan aplikasi. Human eror gak tau kali orang capek ya. Dikira hp kita camera nya bagus, besok besok kalo bisa mah di kasih kamera bagus yang harganya 20 juta ke atas 💩🖕",1,2024-02-22 14:53:54,Negatif,,mohon kalo mau bikin aplikasi tuh ya jangan main main mohon di perhatikan aspek aspek yang harus di liat dalam pembuatan aplikasi human eror gak tau kali orang capek ya dikira hp kita camera nya bagus besok besok kalo bisa mah di kasih kamera bagus yang harganya 20 juta ke atas,mohon kalau ingin bikin aplikasi tuh iya jangan main main mohon di perhatikan aspek aspek yang harus di liat dalam pembuatan aplikasi human error tidak tau kali orang capek iya dikira hp kita camera nya bagus besok besok kalau bisa mah di kasih kamera bagus yang harganya 20 juta ke atas,mohon bikin aplikasi tuh iya main main mohon perhatikan aspek aspek liat pembuatan aplikasi human error tau kali orang capek iya hp camera nya bagus besok besok mah kasih kamera bagus harganya 20 juta,"['mohon', 'bikin', 'aplikasi', 'tuh', 'iya', 'main', 'main', 'mohon', 'perhatikan', 'aspek', 'aspek', 'liat', 'pembuatan', 'aplikasi', 'human', 'error', 'tau', 'kali', 'orang', 'capek', 'iya', 'hp', 'camera', 'nya', 'bagus', 'besok', 'besok', 'mah', 'kasih', 'kamera', 'bagus', 'harganya', '20', 'juta']",mohon bikin aplikasi tuh iya main main mohon perhati aspek aspek liat buat aplikasi human error tau kali orang capek iya hp camera nya bagus besok besok mah kasih kamera bagus harga 20 juta
"Aplikasi gagal, kalau belum siap jangan dipaksakan lah bukannya membantu tapi malah menyusahkan",1,2024-02-22 14:50:05,Negatif,,aplikasi gagal kalau belum siap jangan dipaksakan lah bukannya membantu tapi malah menyusahkan,aplikasi gagal kalau belum siap jangan dipaksakan lah bukannya membantu tapi malah menyusahkan,aplikasi gagal dipaksakan membantu menyusahkan,"['aplikasi', 'gagal', 'dipaksakan', 'membantu', 'menyusahkan']",aplikasi gagal paksa bantu susah
Aplikasi ga guna,1,2024-02-22 14:46:41,Negatif,,aplikasi ga guna,aplikasi tidak guna,aplikasi,['aplikasi'],aplikasi
"Apk gajelas,",1,2024-02-22 14:38:03,Negatif,,apk gajelas,aplikasi gajelas,aplikasi gajelas,"['aplikasi', 'gajelas']",aplikasi gajelas
nyusahin,1,2024-02-22 14:30:14,Negatif,,nyusahin,nyusahin,nyusahin,['nyusahin'],nyusahin
APLIKASI DAJJAL,1,2024-02-22 14:21:20,Negatif,,aplikasi dajjal,aplikasi dajjal,aplikasi dajjal,"['aplikasi', 'dajjal']",aplikasi dajjal
Lah apk nya yang prematur kog.. di paksakan di pakai,1,2024-02-22 14:09:38,Negatif,,lah apk nya yang prematur kog di paksakan di pakai,lah aplikasi nya yang prematur kog di paksakan di pakai,aplikasi nya prematur kog paksakan pakai,"['aplikasi', 'nya', 'prematur', 'kog', 'paksakan', 'pakai']",aplikasi nya prematur kog paksa pakai
"Aplikasi ampas banyak bug, Server down mulu, foto c hasil udah di upload berminggu minggu ga kedetek dan ga bisa di ubah angkanya, bahkan ada beberapa yang ga ke upload pdhal di aplikasi tulisanya udah berhasil upload, Dana aja gede 2,8 Miliar bikin aplikasi gini kemana tuh lari uanganya",1,2024-02-22 13:59:32,Negatif,,aplikasi ampas banyak bug server down mulu foto c hasil udah di upload berminggu minggu ga kedetek dan ga bisa di ubah angkanya bahkan ada beberapa yang ga ke upload pdhal di aplikasi tulisanya udah berhasil upload dana aja gede 28 miliar bikin aplikasi gini kemana tuh lari uanganya,aplikasi ampas banyak bug server down mulu foto c hasil sudah di upload berminggu minggu tidak kedetek dan tidak bisa di ubah angkanya bahkan ada beberapa yang tidak ke upload pdhal di aplikasi tulisanya sudah berhasil upload dana saja gede 28 miliar bikin aplikasi begini kemana tuh lari uanganya,aplikasi ampas bug server down mulu foto c hasil upload berminggu minggu kedetek ubah angkanya upload pdhal aplikasi tulisanya berhasil upload dana gede 28 miliar bikin aplikasi kemana tuh lari uanganya,"['aplikasi', 'ampas', 'bug', 'server', 'down', 'mulu', 'foto', 'c', 'hasil', 'upload', 'berminggu', 'minggu', 'kedetek', 'ubah', 'angkanya', 'upload', 'pdhal', 'aplikasi', 'tulisanya', 'berhasil', 'upload', 'dana', 'gede', '28', 'miliar', 'bikin', 'aplikasi', 'kemana', 'tuh', 'lari', 'uanganya']",aplikasi ampas bug server down mulu foto c hasil upload minggu minggu kedetek ubah angka upload pdhal aplikasi tulisanya hasil upload dana gede 28 miliar bikin aplikasi mana tuh lari uanganya
Aplikasi sekelas buatan negara tapi kayak sampah. Nyusahin idup orang,1,2024-02-22 13:49:14,Negatif,,aplikasi sekelas buatan negara tapi kayak sampah nyusahin idup orang,aplikasi sekelas buatan negara tapi kayak sampah nyusahin idup orang,aplikasi sekelas buatan negara kayak sampah nyusahin idup orang,"['aplikasi', 'sekelas', 'buatan', 'negara', 'kayak', 'sampah', 'nyusahin', 'idup', 'orang']",aplikasi kelas buat negara kayak sampah nyusahin idup orang
Aplikasi yg di ciptakan untuk menyusah kan KPPS 50k sama sekali gak worth it F,1,2024-02-22 13:47:05,Negatif,,aplikasi yg di ciptakan untuk menyusah kan kpps 50k sama sekali gak worth it f,aplikasi yang di ciptakan untuk menyusah kan kpps 50k sama sekali tidak worth it f,aplikasi ciptakan menyusah kpps 50k worth it f,"['aplikasi', 'ciptakan', 'menyusah', 'kpps', '50k', 'worth', 'it', 'f']",aplikasi cipta susah kpps 50k worth it f
Apk zonk kaya begini bisa-bisanya nyalahin pengguna sirekap yg sdm rendah. Benerin dulu apkmu yg gak seberapa ini,1,2024-02-22 13:22:52,Negatif,,apk zonk kaya begini bisabisanya nyalahin pengguna sirekap yg sdm rendah benerin dulu apkmu yg gak seberapa ini,aplikasi zonk kaya begini bisabisanya nyalahin pengguna sirekap yang sdm rendah benerin dulu apkmu yang tidak seberapa ini,aplikasi zonk kaya bisabisanya nyalahin pengguna sirekap sdm rendah benerin apkmu,"['aplikasi', 'zonk', 'kaya', 'bisabisanya', 'nyalahin', 'pengguna', 'sirekap', 'sdm', 'rendah', 'benerin', 'apkmu']",aplikasi zonk kaya bisabisanya nyalahin guna sirekap sdm rendah benerin apkmu
Aplikasi apaan nih? Gk mutu dan gk adil,1,2024-02-22 12:44:11,Negatif,,aplikasi apaan nih gk mutu dan gk adil,aplikasi apaan nih tidak mutu dan tidak adil,aplikasi nih mutu adil,"['aplikasi', 'nih', 'mutu', 'adil']",aplikasi nih mutu adil
"terimakasih KPU,lebih bercanda lagi ya kalo buat aplikasi😁😁😏",1,2024-02-22 12:23:07,Negatif,,terimakasih kpulebih bercanda lagi ya kalo buat aplikasi,terimakasih kpulebih bercanda lagi iya kalau untuk aplikasi,terimakasih kpulebih bercanda iya aplikasi,"['terimakasih', 'kpulebih', 'bercanda', 'iya', 'aplikasi']",terimakasih kpulebih canda iya aplikasi
"Aplikasi SiREKAP yang saya gunakan terkena hapus data sehingga menyebabkan ketika saya login kembali data hilang dan harus di foto ulang, saya sarankan agar ketika walaupun terhapus data aplikasinya ketika login ulang, seharusnya data tersebut tetap ada dan tersimpan di Server sirekap, kalau nasi sudah menjadi bubur iah mau bagaimana lagi. Untungnya saya sudah memfoto sebelumnya dan sudah submit semua ke server sirekap.",3,2024-02-22 12:13:09,Netral,,aplikasi sirekap yang saya gunakan terkena hapus data sehingga menyebabkan ketika saya login kembali data hilang dan harus di foto ulang saya sarankan agar ketika walaupun terhapus data aplikasinya ketika login ulang seharusnya data tersebut tetap ada dan tersimpan di server sirekap kalau nasi sudah menjadi bubur iah mau bagaimana lagi untungnya saya sudah memfoto sebelumnya dan sudah submit semua ke server sirekap,aplikasi sirekap yang saya gunakan terkena hapus data sehingga menyebabkan ketika saya login kembali data hilang dan harus di foto ulang saya sarankan agar ketika walaupun terhapus data aplikasinya ketika login ulang seharusnya data tersebut tetap ada dan tersimpan di server sirekap kalau nasi sudah menjadi bubur iah ingin bagaimana lagi untungnya saya sudah memfoto sebelumnya dan sudah submit semua ke server sirekap,aplikasi sirekap terkena hapus data menyebabkan login data hilang foto ulang sarankan terhapus data aplikasinya login ulang data tersimpan server sirekap nasi bubur iah untungnya memfoto submit server sirekap,"['aplikasi', 'sirekap', 'terkena', 'hapus', 'data', 'menyebabkan', 'login', 'data', 'hilang', 'foto', 'ulang', 'sarankan', 'terhapus', 'data', 'aplikasinya', 'login', 'ulang', 'data', 'tersimpan', 'server', 'sirekap', 'nasi', 'bubur', 'iah', 'untungnya', 'memfoto', 'submit', 'server', 'sirekap']",aplikasi sirekap kena hapus data sebab login data hilang foto ulang saran hapus data aplikasi login ulang data simpan server sirekap nasi bubur iah untung foto submit server sirekap
"Aplikasi gagal yg di salahkan SDM nya, sbgai ptugas sirekap jujur saja kami kecewa. 1. kami tidak ada honor tambahan (hanya bantuan pembelian kuota data). 2. proses upload yg menyita waktu. 3. minimal kasih fitur flash. penghitungan suara sampai malam tanpa flash hasil foto pun kurang maksimal. 4. di hari H aplikasi jg susah d akses server down (menandakan aplikasi emang belum siap digunakan scara massal dan bersamaan). 5. ada fitur edit (HANYA berlaku untuk DPD & DPR, TIDAK BERLAKU untuk PPWP)",1,2024-02-22 12:11:54,Negatif,,aplikasi gagal yg di salahkan sdm nya sbgai ptugas sirekap jujur saja kami kecewa 1 kami tidak ada honor tambahan hanya bantuan pembelian kuota data 2 proses upload yg menyita waktu 3 minimal kasih fitur flash penghitungan suara sampai malam tanpa flash hasil foto pun kurang maksimal 4 di hari h aplikasi jg susah d akses server down menandakan aplikasi emang belum siap digunakan scara massal dan bersamaan 5 ada fitur edit hanya berlaku untuk dpd dpr tidak berlaku untuk ppwp,aplikasi gagal yang di salahkan sdm nya sbgai ptugas sirekap jujur saja kami kecewa 1 kami tidak ada honor tambahan hanya bantuan pembelian kuota data 2 proses upload yang menyita waktu 3 minimal kasih fitur flash penghitungan suara sampai malam tanpa flash hasil foto pun kurang maksimal 4 di hari h aplikasi jg susah d akses server down menandakan aplikasi emang belum siap digunakan scara massal dan bersamaan 5 ada fitur edit hanya berlaku untuk dpd dpr tidak berlaku untuk ppwp,aplikasi gagal salahkan sdm nya sbgai ptugas sirekap jujur kecewa 1 honor tambahan bantuan pembelian kuota data 2 proses upload menyita 3 minimal kasih fitur flash penghitungan suara malam flash hasil foto maksimal 4 h aplikasi jg susah d akses server down menandakan aplikasi emang scara massal bersamaan 5 fitur edit berlaku dpd dpr berlaku ppwp,"['aplikasi', 'gagal', 'salahkan', 'sdm', 'nya', 'sbgai', 'ptugas', 'sirekap', 'jujur', 'kecewa', '1', 'honor', 'tambahan', 'bantuan', 'pembelian', 'kuota', 'data', '2', 'proses', 'upload', 'menyita', '3', 'minimal', 'kasih', 'fitur', 'flash', 'penghitungan', 'suara', 'malam', 'flash', 'hasil', 'foto', 'maksimal', '4', 'h', 'aplikasi', 'jg', 'susah', 'd', 'akses', 'server', 'down', 'menandakan', 'aplikasi', 'emang', 'scara', 'massal', 'bersamaan', '5', 'fitur', 'edit', 'berlaku', 'dpd', 'dpr', 'berlaku', 'ppwp']",aplikasi gagal salah sdm nya sbgai ptugas sirekap jujur kecewa 1 honor tambah bantu beli kuota data 2 proses upload sita 3 minimal kasih fitur flash hitung suara malam flash hasil foto maksimal 4 h aplikasi jg susah d akses server down tanda aplikasi emang scara massal sama 5 fitur edit laku dpd dpr laku ppwp
Aplikasi payah gada guna banyak kurangnya daripada manfaatnya,1,2024-02-22 12:04:14,Negatif,,aplikasi payah gada guna banyak kurangnya daripada manfaatnya,aplikasi payah gada guna banyak kurangnya daripada manfaatnya,aplikasi payah gada kurangnya manfaatnya,"['aplikasi', 'payah', 'gada', 'kurangnya', 'manfaatnya']",aplikasi payah gada kurang manfaat
Percuma deh ada aplikasi ini,1,2024-02-22 11:56:01,Negatif,,percuma deh ada aplikasi ini,percuma deh ada aplikasi ini,deh aplikasi,"['deh', 'aplikasi']",deh aplikasi
Jangan percaya aplikasi pemerintah mempersulit petugas,1,2024-02-22 11:55:39,Negatif,,jangan percaya aplikasi pemerintah mempersulit petugas,jangan percaya aplikasi pemerintah mempersulit petugas,percaya aplikasi pemerintah mempersulit petugas,"['percaya', 'aplikasi', 'pemerintah', 'mempersulit', 'petugas']",percaya aplikasi perintah sulit tugas
buruk,1,2024-02-22 11:54:19,Negatif,,buruk,buruk,buruk,['buruk'],buruk
