content,score,at,label
"Terbukti cacat sistem algoritma nya dan viral , penuh kecurangan dan keberpihakan THD Paslon tertentu",1,2024-02-18T13:45:30,Negatif
Isinya bug semua bang..,1,2024-02-18T13:45:21,Negatif
Akhirnya updatean yg sekarang bisa login setelah kemarin Hardware biometrik faillure terus .. terimakasih atas update nya,1,2024-02-18T13:44:19,Negatif
Aplikasi musingkeun sararea,1,2024-02-18T13:42:06,Negatif
Apk buruk,1,2024-02-18T13:35:59,Negatif
"""Saya sangat kecewa dengan APK Si Rekap. Setelah menggunakan aplikasi ini untuk merekap data selama beberapa waktu, saya menemukan bahwa hasilnya tidak konsisten dan rentan terhadap manipulasi. Apk sampah kurang dana seperti nyaa",1,2024-02-18T13:33:43,Negatif
Aplikasinya eror dan tak bisa digunakan dengan baik.,1,2024-02-18T13:30:37,Negatif
"Pemerintahan sangat tidak baik,dalam membuat aplikasi.untuk kepentingan rakyatnya. Lebih baik hapus saja,",1,2024-02-18T13:28:03,Negatif
Aplikasi super ribet bukan memudahkan malah teori mempersulit diri,2,2024-02-18T13:19:32,Negatif
Makanya sebelum di edarkan di uji coba dulu Aplikasi bisa berjalan apa tidak Padahal udah jelas fotonya malah minta foto ulang,1,2024-02-18T13:14:35,Negatif
Lelet,5,2024-02-18T13:14:35,Negatif
"Saya kasih tau waktu di lapangan yah min. 1. app kurang membaca 100% , x terbaca 1 2. tombol online dan offline tersebut cuma pop up jadi agak sedikit merepotkan 3. Sesi yang terlalu pendek dan ketika sudah mode offline lalu kembali ke app harus online dulu 4. Terkadang di tabel edit ada yang bisa di edit dan ada yang tida 5. Ini yang paling nyebelin , kelebihan muatan sehingga keluar kode 504 sampe ahir pemilu rampung tolong lah min perbaiki dan servernya yang 2jt pengguna bisa nampung.",1,2024-02-18T13:14:33,Negatif
Lier goblog aplikasi butut ngadon jangar ka aingna,1,2024-02-18T13:11:24,Negatif
Butut mang ah aplikasi teh,1,2024-02-18T13:09:23,Negatif
"Sangat menyusahkan dalam upload C Plano terutama pada rekap hasil presiden dan wapres tdk sesuai,lebih parahnya tidak bisa diedit......",1,2024-02-18T13:05:03,Negatif
loading abis,1,2024-02-18T12:57:45,Negatif
Aplikasi buat bohongin rakyak,1,2024-02-18T12:56:52,Negatif
"Harusnya si bisa nginput gambar dari galeri yaa, jadi bisa lebih simpel dan cepet, dan bisa lebih hd dan jelas juga, jgn lngsung dari apk nya mna harus nunggu hijau dulu baru bisa dikirim, ini malah memperlama dan mempersulit",1,2024-02-18T12:53:12,Negatif
Parah amat ini apk input data eror terus,1,2024-02-18T12:48:10,Negatif
"Kapan ada update lagi ya si rekap ini, aku menanti update yang baru, karena aku kangen banget menggunakan aplikasi ini lagi, kapan ya update lagi ya, kapan yaa, udah tak tunggu tunggu update lagi biar bisa digunakan lagi. Aku dah kangen banget pingin pakai srekap lagi, aduh pokoknya kangen banget. Aplikasi yang bikin susah orang tidur, aplikasi yang bikin betah berlama lama di depan hape, pokoknya kangen banget pakai aplikasi ini lagi, sirekap oh sirekap, aplikasi yang tak pernah bosan.",2,2024-02-18T12:47:13,Negatif
"Ternyata aplikasi belum layak pakai,, karena apk ini menyusahkan petugas kpps,,,,, pasti kontrak nya mahal apk ini,,,,, tapi bikin pusing,,,,",1,2024-02-18T12:43:20,Negatif
Ra genah,1,2024-02-18T12:38:44,Negatif
"Susah untuk melihat hasil, mungkin dikarenakan servernya yang lemah . Jadi sulit untuk mengecek apa yang sudah di upload.",1,2024-02-18T12:37:54,Negatif
Belum layak digunakan,1,2024-02-18T12:37:42,Negatif
Pen riset kata sandi aja gak ada akses lupa kata sandi heran ini aplikasi bukan sii,1,2024-02-18T12:36:55,Negatif
Sangat buruk..,1,2024-02-18T12:35:46,Negatif
Baik!,5,2024-02-18T12:32:15,Positif
Aplikasi sirekap ini sangat membantu kpps pusing kepala,1,2024-02-18T12:13:35,Negatif
"Begitu sy membaca komentar para pengguna apl ini mmg ada rasa keraguan akan semua hal, namun bgtuu sy putuskan untuk coba sendiri. Oleh krn itu apabila bintang full sy buat dlm masa sebulan sekurang2 nya setelah apl ini sy download, maka itu artinya sy dan konsumen nya puas, ok termksh Nb: Aplikasi ini tdk tersedia untuk daftar baru, cuma akses login masuk yg sdh mendaftar.",1,2024-02-18T11:57:31,Negatif
Bikin susah,1,2024-02-18T11:52:19,Negatif
"Aplikasi yg belum layak digunakan... Sangat merepotkan pengguna... Jika sirekap ini jd medsos, pasti ditinggal penggunanya.. Upload foto aja harus nunggu lama sampai bener2 ter-upload...",1,2024-02-18T11:46:04,Negatif
"Katanya menggelontorkan dana milyaran, kok pakenya server gratisan? Chuaksss",1,2024-02-18T11:45:39,Negatif
"Aplukasi sangat jelek, mendingan pakai yang tahun 2019 lbih lancar dan responsif",1,2024-02-18T11:38:35,Negatif
aplikasinya tidak membantu,1,2024-02-18T11:14:25,Negatif
Pusingggg,3,2024-02-18T11:14:01,Negatif
"tingkat lagi keamanan, kemudahan upload file, user dan pasword jgn sampai di salah gunakan.",2,2024-02-18T11:09:12,Negatif
Aplikasi ini Bikin Emosi KPPS yg Dapat Tugas. Dari Awal Tidak Bisa Otentifikasi. Sering Log Out. Lemot Mung Munyer Munyer. Pembacaan Hasil Foto Yang Salah. Ujung2nya Yg Disalahkan KPPS Operator Sirekap,1,2024-02-18T11:08:41,Negatif
"Aplikasinya susah d buka ,selalu eror ,mohon penjelasannya",1,2024-02-18T11:05:14,Negatif
Aplikasi yang membuat cacatnya demokrasi,1,2024-02-18T11:00:06,Negatif
Bukannya mempermudah malah menyusahkan aplikasi bot,1,2024-02-18T10:57:43,Negatif
"Pemilu disiapkan bukan sebulan dua bulan,tapi lima tahun.hanya bikin aplikasi begini kok ga becus, kerjanya KPU apa.aplikasi dibuat dengan anggaran negara,apa yang seperti ini yang mau di hasilkan??????",1,2024-02-18T10:52:39,Negatif
aplikasinya tidak akurat,1,2024-02-18T10:47:01,Negatif
Tolong diperbaiki lagi untuk memfoto rasanya seperti VGA.,1,2024-02-18T10:42:45,Negatif
Good,3,2024-02-18T10:20:52,Negatif
"Dah capek2 jd KPPS apa yg diinput/dipoto banyak yg tidak sesuai... Di Form C Hasil Presiden, klo salah kenapa masuknya ke paslon tertentu ya...?",1,2024-02-18T10:14:23,Negatif
"Kalau belum siap digunakan lebih baik dikaji ulang, menyusahkan. Pemilu sudah selesai ini masih ngurus ngurus rekap, ngomong gini juga gak akan didengerin orang rakyat.",1,2024-02-18T10:11:03,Negatif
Aplikasi yang harus dimusnahkan karena perusak demokrasi...,1,2024-02-18T09:47:24,Negatif
"Aplikasi abal2, tdk siap di gunakan smpai Hari H pun bikin jengkel",1,2024-02-18T09:45:24,Negatif
Susah masuk nya,5,2024-02-18T09:44:47,Negatif
"Busuk, Dagelan Wakanda",1,2024-02-18T09:31:14,Negatif
Kek nya kalo belum siap ga usah di pake dulu ..banyak banget bug nya .. Mana suara presiden menggelembung sebagian Paslon lagih terus ga bisa di ubah ... Bisa jadi di anggap kecurangan kan ...,1,2024-02-18T09:22:21,Negatif
Agak susah kelollah,4,2024-02-18T09:22:21,Negatif
"Aplikasi terburuk yang pernah saya pakai, harusnya ini ada opsi bintang 0, harusnya pas upload ada opsi galeri dong, GIMANA SIHHH !!!!",1,2024-02-18T09:20:51,Negatif
Aplikasi yg dibuat tidak ada gunanya,1,2024-02-18T09:18:21,Negatif
"Belajarlah dari server moonton, player yang buka banyak anti ngelag",1,2024-02-18T09:16:26,Negatif
"Ga bisa masuk, tidak ada pilihan daftar akun yg ada hanya masuk akun sedangkan kita blm punya akun gmn mau masuk hadeeee....cacat nih aplikasi",1,2024-02-18T09:11:42,Negatif
"Buruk.. buat 1 negara panik. App kok ga di A/B Testing dulu, apalagi UAT Testing. Kacau kali algoritmanya. Filternya pun masih jadul, ga otomatis fixed kalau di scroll.",1,2024-02-18T09:10:08,Negatif
Aplikasi pembuat gaduh... Aplikasi masih tolol dipaksakan di pakai,1,2024-02-18T09:08:30,Negatif
"Aplikasi konyol, tidak berguna dan menyusahkan",1,2024-02-18T09:04:04,Negatif
Sarana kecurangan pemilu 2024.,1,2024-02-18T09:01:51,Negatif
"Aplikasi yg sangat merepotkan, semoga pilkada dihilangkan",1,2024-02-18T08:57:47,Negatif
😭😭😭😭😭,1,2024-02-18T08:40:21,Negatif
Belum layak digunakan,1,2024-02-18T08:35:04,Negatif
Bikin gengenh geleng kepala pokonya.,1,2024-02-18T08:31:22,Negatif
"Saat tgl 14 feb, di wajibkan menggunakan versi 2.41 lha kok mau submit aja susah poll. Ngerjain sirekap sampai 3 hari 2 malam tidak ada perubahan. Berujung kirim manual file ke pps. Aplikasi nggak guna, mindo gaweni",1,2024-02-18T08:30:18,Negatif
Aplikasi yg sangat berguna untuk mempersulit dan memperlambat pekerjaan,1,2024-02-18T08:28:55,Negatif
App yg cukup membantu,5,2024-02-18T08:27:39,Positif
"Masih banyak kekurangan. Salah satunya tidak bisa mengaktifkan lampu flash saat mau foto. Coba ditambahkan fitur menyalakan flash, untuk membantu saat foto. Mungkin kedepan bisa dipikiran yang discan adalah C-salinan yang berukuran A4, dimana sekarang hampir tiap TPS dilengkapi dengan printer yang bisa scan dan copy.",3,2024-02-18T08:26:09,Netral
Dana 30m cuma untuk ongkos minta maaf KPU..,1,2024-02-18T08:18:52,Negatif
Mending dihapus ini aplikasi,1,2024-02-18T08:13:49,Negatif
"Untuk kunci dan buat dokumen DPR Pusat tidak bisa digunakan sudah 3 hari tetap mutar muter, tolong diperbaiki....",1,2024-02-18T08:04:33,Negatif
Aplikasi buang2 kuota.. tolong lebih canggih lagi dong puh.. sepuh..,1,2024-02-18T07:56:17,Negatif
Mantap,4,2024-02-18T07:48:09,Positif
menyulitkan anggota kpps,1,2024-02-18T07:36:52,Negatif
"Aplikasi sekelas nasional saat C Plano di upload dan sistem salah baca dibilang masih MOCK UP TEST, apesnya tidak bisa diedit pertanyaan paling mendasar selama kurang dari 5 tahun tim IT KPU kerjanya apa ? Apakah tidak ada maintenance berkala atau upgrade sirekap?",1,2024-02-18T07:36:41,Negatif
"KPPS yang kerja pagi sampe pagi, menyajikan data akurat, jujur,netral jadi kacau karena sebuah aplikasi. Mungkin hanya sebuah aplikasi namun efek yang ditimbulkan sangat besar terhadap tumbuhnya demokrasi negara tercinta.",1,2024-02-18T07:36:29,Negatif
Sangat mengecewakan,1,2024-02-18T07:36:23,Negatif
Lu gak takut dosa min. Nyusahin puluhan juta orang dengan aplikasi amburadul.,1,2024-02-18T07:33:37,Negatif
Parah...kena virus curang,1,2024-02-18T07:31:58,Negatif
Data gk bs di pertanggung jawabkan . .,1,2024-02-18T07:25:01,Negatif
"Aplikasi tidak mempermudah mlh mempersulit petugas KPPS, foto tidak tebaca padahal sudah terang... Susah di gunakan, fitur terbatas... Astaghfirullah, aplikasi apa ini",1,2024-02-18T07:24:41,Negatif
Mau komen panjang udah dibahas sama yang lain,1,2024-02-18T07:24:29,Negatif
Apk menyesatkan dlm penghitungan suara pemilih,1,2024-02-18T07:24:11,Negatif
Hadeeehh kpu kpuuuuu kasian kami yang dijadikan bahan percobaan sirekap tapi nyatanya aplikasi ini belum layak dan belum lulus uji coba .,1,2024-02-18T07:21:43,Negatif
"Aplikasi gak jelas, malah menghambat kerja KPPS",1,2024-02-18T07:12:59,Negatif
"Apk bintang 1 atau Tidak Netral, Server di Singapura Punya Perusahaan China, Tidak ada sertifikasi dari pihak Penguji, Audit, dll. hanya sertifikasi dari Kominfo saja, Memakai Sistem Algoritma Otomatis, Suara untuk paslon 02 Otomatis harus diatas 50℅ terus, Makanya banyak kita temukan suara di TPS tiap Provinsi ditambah otomatis terutama paslon 02, kadang di gelembungkan 100 suara, kadang 700 suara, dan suara paslon 01 dan 03 dikurangi 10-50 suara. SI REKAP HARUS DI AUDIT FORENSIK. BIAR TERUJI.",1,2024-02-18T07:02:19,Negatif
Padahal buat data pemilu tapi jelek banget ni aplikasi anj,1,2024-02-18T06:46:24,Negatif
"Seandainya bisa ngasi 0 bintang ,gua ngasihnya 0 bintang",1,2024-02-18T06:41:53,Negatif
aplikasi setingan,1,2024-02-18T06:35:20,Negatif
Tdk guna,1,2024-02-18T06:31:37,Negatif
"Bukanya mempermudah, malah mempersulit. Belum bisa untuk dipakai untuk kapasitas banyak data.",1,2024-02-18T05:47:35,Negatif
Aplikasinya jelek tidak berguna,1,2024-02-18T05:43:21,Negatif
Terimakasih sudah menyusahkan🤡,1,2024-02-18T05:41:44,Negatif
Seharusnya masyarakat disiapkan aplikasi untuk pemilihan suaranya. Dan masyarakat bisa mengawasi suaranya masing-masing.Sehingga tidak perlu ke TPS. Aplikasi ini kayaknya belum di ini coba.,1,2024-02-18T05:40:56,Negatif
Jelek sekali sumpah hahahahha,1,2024-02-18T05:40:29,Negatif
Kepada seluruh pemangku jabatan dan kewenangan. Jika ingin menyesuaikan zaman dg mengadaptasi teknologi siapkan yg benar² bermutu. Jangan memilih vendor yg abal². Kami sebagai admin merasa dirugikan oleh KPU Krn menyita waktu dan tenaga. Terlebih pergantian pulsa di RAB sbg admin sirekap hanya 50k. Ga sebanding dg effort yg kami keluarkan di TKP.,1,2024-02-18T05:37:16,Negatif
Sangat tidak efektif dalam penggunaan server lemott sekali,1,2024-02-18T05:21:11,Negatif
"lelet, proses verifikasi sangat lambat, pengambilan gambar tidak tersimpan dalam file manajer, gagal membaca nomor, tidak tersedia menu edit pada kolom waktu penghitungan.",1,2024-02-18T05:20:17,Negatif
Jlek,1,2024-02-18T05:14:33,Negatif
Di web nggak kebaca udah jadi tapi proses terus di web datanya,5,2024-02-18T05:14:01,Negatif
Aplikasi pemerintah kaya gini amat!! Serba mentah dalam segala aspek. Bagaimana mau menjadi Indonesia emas,1,2024-02-18T05:13:07,Negatif
"Untuk 1 aplikasi yg pembiayaannya dari negara, Mungkin nama SITOLOL lebih pas daripada SIREKAP.",1,2024-02-18T05:06:32,Negatif
Ngapain ajah selama 4 yahun ini,1,2024-02-18T05:02:57,Negatif
Cara masuknya gimana,1,2024-02-18T05:00:42,Negatif
"Susah omong..hingga hari ini sisa 1 halaman foto pun nda bisa terbuka,..bertahun² buat aplikasi mgkn nol evaluasi, kami di lapangan yg susah...percuma sebut ini apk level nasional tp nyatanya macet² kacau",2,2024-02-18T04:59:31,Negatif
Terbaik 2024,5,2024-02-18T04:57:32,Positif
Susah buka,1,2024-02-18T04:44:44,Negatif
Upload data hampir 12 jam myterr terruusssss,1,2024-02-18T04:44:18,Negatif
Aplikasi cacat,1,2024-02-18T04:38:43,Negatif
"Apk paling menyusahkan, buriq, not good. Data nya udah sesuai tpi tetep aja g ke unggah aneh",1,2024-02-18T04:36:22,Negatif
Aplikasi gak layaknpake padahal tujuanya penting tapi udah percuma dipake mnding gk usah ada aplikasinya,1,2024-02-18T04:36:03,Negatif
Pas,5,2024-02-18T04:33:53,Netral
Aplikasi bikin gaduh saja,1,2024-02-18T04:27:57,Negatif
Kata nya untuk mempermudah nyatanya malah menghambat,1,2024-02-18T04:05:15,Negatif
Aplikasi yg d buat negara anggaran besar tapi sampai ke vendornya sangat minim.jadi pantas aplikasinya jelek,1,2024-02-18T04:02:27,Negatif
Aplikasi cacat tapi dipaksakan digunakan KPU.,1,2024-02-18T03:44:05,Negatif
"Ini aplikasi yg ngebuat petugas pegi pagi pulang pagi ! Aplikasi blm siap sudah dipaksa digunakan !! Aplikasi yg bukan membuat simpel pekerjaan, tetapi malah mempersulit pekerjaan !",1,2024-02-18T03:41:29,Negatif
"Aplikasi nggak jelas, login susah, bukannya nambah enak malah nambah beban, lebih baik sirekapnya diperbaiki kadang ada bug",1,2024-02-18T03:39:34,Negatif
"Aplikasi yg sangat tidak layak,digunakan.",1,2024-02-18T03:26:42,Negatif
"Sebagai sirekap 1, apk ini sangat sangat sangat menyusahkan.. saya berharap kpu memberikan apk yg dapat membantu memperlancar proses penghitungan suara.. bukannya sebaliknya.. dengan adanya apk ini, justru sangat terbebani sekali.. saya rasa apk ini belum siap digunakan sepenuhnya dalam pemilu tahun ini.. pekerjaan kpps malah semakin rumit..",1,2024-02-18T03:25:49,Negatif
"infrastruktur digital aja mash semrawut,server sering down. uji coba baru brapa kali. lebih bagus CAT game yg dimainin anak gw",1,2024-02-18T03:19:45,Negatif
Bisa edit semaunya.. data todak valid,1,2024-02-18T03:14:36,Negatif
Aplikasi sampah!!! kecurangan dimana mana! ngakunya bug padahal emang disetting untuk memenangkan Paslon Prabowo Gibran!!!! cueh!!!! aplikasi sampah!!!!!,1,2024-02-18T03:10:17,Negatif
"Aplikasi nya Tidak bisa di Log out,.",1,2024-02-18T03:09:41,Negatif
Siap matep,4,2024-02-18T03:05:44,Positif
"Mohon jadi evaluasi bagi vendor aplikasi ini. Karena aplikasinya lemot, sering error, loading lama, salah membaca data. Memperlambat kinerja petugas kpps.",2,2024-02-18T03:01:32,Negatif
Sekelas aplikasi untuk indonesia gini bobroknyo,1,2024-02-18T03:00:09,Negatif
Habisin uang negara saja aplikasi ini,1,2024-02-18T02:59:00,Negatif
Aplikasi hasil korupsi,1,2024-02-18T02:56:11,Negatif
Nyusahin doang,1,2024-02-18T02:55:27,Negatif
Mudah mudahan sangat akurat,5,2024-02-18T02:54:59,Positif
Ok,4,2024-02-18T02:49:52,Positif
"BANYAK BUG, SERVER DOWN TERUS, NYUSAHIN KPPS.",1,2024-02-18T02:48:23,Negatif
Sangat buruk sangat buruk sangat buruk cuma kata itu yang pas buat aplikasi ini sangat buruk,1,2024-02-18T02:37:18,Negatif
Bener bener aplikasi menyusahkan !!!! Wajib dapet rating 1!!!!,1,2024-02-18T02:35:55,Negatif
"Aplikasi ampas, bukan nya mempermudah malah nyusahin. Buang buang anggaran aja",1,2024-02-18T02:34:48,Negatif
Aplikasi cupu,1,2024-02-18T02:28:23,Negatif
Beban kpps,1,2024-02-18T02:16:54,Negatif
Aplikasi penggelembungan suara,1,2024-02-18T01:55:33,Negatif
Mantap,5,2024-02-18T01:52:00,Negatif
BUKAN BUATAN KPU INI NJIR,1,2024-02-18T01:49:35,Negatif
"Sering error, susah login, scan tidak membaca dengan baik",1,2024-02-18T01:30:59,Negatif
"Apk sangat"" tidak ada nilainya, udh di update ke versi terbaru masih sama Buat apa sii diciptain klo cuma nyusahin admin aja Udh aja tu itung manual dri c plano nya langsung nggk kudu segala pake"" apk yg jelas"" nggk bisa digunain Masa buat presiden angkanya nggk bisa diubah kan apk aneh",1,2024-02-18T01:28:32,Negatif
jelek,1,2024-02-18T01:27:27,Negatif
Meresahkan masyarakat,1,2024-02-18T01:21:49,Negatif
"segini dulu lah bintangnya buat apk prematur ini. adanya apk bukannya mempermudah, malah mempersulit. kalau belum siap ya gak usah pakai"" apk segala.",1,2024-02-18T01:16:44,Negatif
"Aplikasi negara malah bikinnya asal asalan, cuma jadi sumber masalah para petugas negara.",1,2024-02-18T00:53:42,Negatif
Jelek,1,2024-02-18T00:43:58,Negatif
"gabisa ber word word sma aplikasi ini, tujuannya mempermudah apa mempersulit sih?",1,2024-02-18T00:42:36,Negatif
"Aplikasinya tidak layak di gunakan dan banyak hasil yg di input oleh kpps tidak sesuai, harusnya ada batasan maksimal pengimputan suaranya sesuai Dpt yg di tetapkan",1,2024-02-18T00:41:50,Negatif
"Parah, gak bisa masuk ke sirekap",1,2024-02-18T00:38:58,Negatif
Gagal,1,2024-02-18T00:37:57,Negatif
Aplikasi ra cethoo RUWETT!!,1,2024-02-18T00:35:14,Negatif
Mantap Lanjutkan Bakat mu !!,1,2024-02-18T00:34:01,Negatif
Update terus gaada perbaikan = nol besar,1,2024-02-18T00:29:39,Negatif
Aplikasi bermasalah.. gak bisa baca angka dengan baik.. padahal angka sudah ditulis dengan sangat rapi sekali,1,2024-02-18T00:17:04,Negatif
"Sudah berkali"" ulang ambil foto tetap gambar gagal dikenali. Terlalu ribet aplikasinya. Kenapa ga dibuat simpel aja Bapak ketua KPU RI yang terhormat. Contoh yg simpel bisa upload file pdf foto hasil dr C-pleno..",1,2024-02-18T00:13:04,Negatif
Kapeu curang,1,2024-02-18T00:06:41,Negatif
Tidak kompeten,1,2024-02-18T00:00:35,Negatif
Kurang Akurat Banyak BUG,1,2024-02-17T23:49:11,Negatif
Gakbisa login,1,2024-02-17T23:47:52,Negatif
"Belum layak di pakai sudah di pakai, bisa merugikan rakyat Indonesia nama nya ini, Ada yg di untungkan ada yg di rugikan.",1,2024-02-17T23:40:21,Negatif
Gak akurat. Algoritma memojokan salah satu paslon,1,2024-02-17T23:37:58,Negatif
bukanny membatu tapi menyusahkan. berbeda dengan 2019 kebnykan selsai jam 1 atau 2 malam. ini rata rata pagi ke siang pada selsainy. gra gra sirekap. seharusny selama 4 th developer melakukan analisa dan uji trial tes. masih banyak bug dimana mana. ada beberapa kasus tiba tiba data hilang kembali ke nol setelah tanggal 15 ny. kesannya sangat di paksakan. Mungkin untuk 5 th berikutny.sudh mulai di lakukan ujicoba dari skrng.,1,2024-02-17T23:36:17,Negatif
Aksesnya syuliiit,1,2024-02-17T23:25:25,Negatif
Bukan MEMPERCEPAT TAPI MEMPERLAMA JELEK BURUK TIDAK MANFAAT,1,2024-02-17T23:24:50,Negatif
Linmas,5,2024-02-17T22:58:41,Negatif
"Kerjanya setiap 5 tahun sekali, eh sekalinya kerja ngerjain satu endonesa....",1,2024-02-17T22:56:44,Negatif
Aplikasi Mark up. Payah,1,2024-02-17T22:51:35,Negatif
"sinyal lemah,, tidak bisa dipakai , auto crop tidak presisi",1,2024-02-17T22:34:05,Negatif
Ok,5,2024-02-17T22:25:23,Positif
"Tidak bisa kunci data dan buat dokumen, selalu muter² terus, gmn solusinya??",2,2024-02-17T22:10:24,Negatif
"Kenapa sampai sekarang saya tidak bisa unggah berkas pdf? Pdhl sinyal udah bagus, tp sll gagal...",2,2024-02-17T21:58:15,Negatif
Aplikasinya jelek gak bisa upload poto dari galeri dan servernya lelet,2,2024-02-17T21:39:32,Negatif
Hebat sangat menginsipirisasi,1,2024-02-17T21:17:01,Negatif
Apl tai,1,2024-02-17T21:14:05,Negatif
dari instansi bersangkutan....😁 alangkah bagusnya sebelum dilaksanakan pemilu aplikasi sirekap diuji coba dulu dalam riset dan diambil sampel yang banyak agar tau kelemahan dimana supaya bisa diperbaiki. jujur untuk skrng aplikasi sirekap banyak kelemahannya terutama dalam hitungan suara di sirekap dengan Plano yang terjadi ketidak sesuaian dalam hitungan suara yang tidak bisa diubah atau disesuaikan dengan Plano. ada apakah itu pihak penyelenggara.....?🤫 mohon perhatiannya dan terima kasih 🙏,1,2024-02-17T20:34:52,Negatif
"Tambahkan fitur foto dari gallery, tambahkan buat flash, kamera kualitas rendah, membaca angka juga susah, bisa nya minta maaf doang tapi gak memperbaiki yg lebih bagus",1,2024-02-17T20:26:45,Negatif
"Parah banget aplikasi ini algoritmanya seolah olah seperti sudah diatur sesuai pesanan, diperbaiki yg satu yg lain malah berubah, server lemot parah, pemindaian angka tidak akurat banyak kesalahan, heran aplikasi buatan pemerintah tapi interface sekelas aplikasi warnet... Anggaran triliunan bikin 1 aplikasi ajah kaga pernah bener?",1,2024-02-17T20:26:03,Negatif
Sangat membagongkan.. petugas kpps sampe klenger..wkwkwkw,1,2024-02-17T20:14:26,Negatif
Kurang terpercaya,1,2024-02-17T19:44:58,Negatif
Kasih tombol login sama logout dong buat refresh data..apk taii,1,2024-02-17T18:52:26,Negatif
"Aplikasi yang lumayan ribet, mau kunci aja ga bisa",1,2024-02-17T18:32:57,Negatif
"Aplikasi nya sama sekali tidak worth it, update nya sering error sering juga, pas nge foto lama nunggu loadingnya, apalagi kemarin pas pemilu malah ga bisa digunakan, jadi tolong dong kalo mau digunakan lagi benar2 di perbaiki jadi lebih baik lagi, karena saya sangat kesusahan saat pemilu, udah cape2 memfoto c-hasil dll trnyta malah error jadi percuma saja jadinya, mohon untuk membuat aplikasi yang benar2 berguna",1,2024-02-17T18:14:09,Negatif
"Teguran keras untuk KPU, tolong perbaiki lagi aplikasi SIREKAP jika ingin di pergunakan terus kedepan nya, jangan sampai hal yg serupa terjadi kedepan nya kasihan untuk petugas yg pegang Sirekap, dan KPU harus lebih tegas dan bijak dalam mengambil keputusan untuk memergunakan SIREKAP dalam pemilu serentak, SIREKAP sudah bermasalah saat simulasi dan sangant tidak memungkinkan untuk di pergunakan dalam pemilu serentak akan tetapi KPU nekat untuk mempergunakan SIREKAP dalam pemilu serentak",1,2024-02-17T18:11:43,Negatif
ip nya gak jelas. gx usah ada pemilu...,1,2024-02-17T18:10:45,Negatif
"Aplikasi sulit dikunci, dan sulit diulangi jadi ribet.",1,2024-02-17T18:05:59,Negatif
Dari sekian banya ulasan kok TDK ada yg memberi B5 ternyata ini yg bikin ricih riuh yg menghitung tanpa nurani dan kehilangan Akhlaknya,1,2024-02-17T17:55:08,Negatif
Bad bro,1,2024-02-17T17:53:52,Negatif
Burruuuuuuukkkk,1,2024-02-17T17:48:20,Negatif
"sampah, bukannya mempermudah malah mempersulit kpps dalam memberikan hasil data",1,2024-02-17T17:46:55,Negatif
apk TOLOL,1,2024-02-17T17:45:26,Negatif
Aplikasi tidak bermutu,1,2024-02-17T17:39:48,Negatif
Aplikasinya muter muter dari kemaren sampai sekarang masih muter muter,1,2024-02-17T17:37:09,Negatif
Bagua,5,2024-02-17T17:26:02,Positif
Jelek banget,1,2024-02-17T17:16:50,Negatif
Plis.. sampai sekarang sirekap ku belum juga kelar kunci dokumenya.. loading dan mental2...,1,2024-02-17T17:16:28,Negatif
Aplikasi penggelembungan suara,1,2024-02-17T17:14:28,Negatif
Nyusain sumpah.,1,2024-02-17T17:11:08,Negatif
Aplikasi dikira mempermudah kog malah mempersulit dan memperlambat proses perhitungan suara di TPS. Kami sampai pulang pagi karena aplikasinya tidak berguna. Mohon untuk dibuang aja aplikasi karena malah membebani KPPS.,1,2024-02-17T17:07:14,Negatif
aplikasi bermasalah tidak bisa unggah berkas,1,2024-02-17T16:56:37,Negatif
Burul,1,2024-02-17T16:50:44,Negatif
Coba coba,4,2024-02-17T16:43:33,Negatif
Asli menguji kesabaran. Masa tinggal buat foto daftar hadir sama tanda terima aja fotonya gabisa masuk. Padahal foto c-hasil langsung bisa dan terverifikasi. Kalau belum siap bikin apk mending gausah deh. Malah nyusahin aja,1,2024-02-17T16:40:36,Negatif
Nyusahne petugas server lemot kamera eror ngeblur sampai sekarang gabisa bener,1,2024-02-17T16:36:36,Negatif
Terlihat curangnya,1,2024-02-17T16:36:12,Negatif
Gk jelas,1,2024-02-17T16:35:40,Negatif
Aplikasi ini bayak kecurangan,1,2024-02-17T16:27:31,Negatif
Ngantuk,1,2024-02-17T16:26:23,Negatif
Susah kunci dan kirim data....mohon petugas sirekap tanggap....agar kami bisa cepat kunci data.,2,2024-02-17T16:22:41,Negatif
Banyak error,1,2024-02-17T16:18:08,Negatif
"TPSku viral grgr terdeteksi beda, kalian bikin apk deteksi sendiri. Malah petugas KPPSnya yg dikasusin. Benahi dulu digitalisasi jgn erar eror trs nyalahin orang!",1,2024-02-17T16:17:10,Negatif
Aplikasi penipu dari rejim culas dan tak tau malu.,1,2024-02-17T16:16:43,Negatif
"Ketika ingin memasukkan waktu pemungutan suara dan mengupload c.hasil, selalu diarahkan ke browser untuk melakukan login ulang. Sehingga memperlambat kinerja kami anggota kpps, dan aplikasi ini tidak kami pakai juga pada akhirnya.",1,2024-02-17T16:15:27,Negatif
Aplikasi bodong bisa di buka,1,2024-02-17T16:15:13,Negatif
"Gak bisa di buka, informasinya selalu berbeda dengan hasil aslinya ada pengurangan ada Penggelembungan hasil suara",1,2024-02-17T16:13:37,Negatif
Tak Gune,1,2024-02-17T16:10:09,Negatif
