content,score,at,label,Unnamed: 0
Susah masuknya,2,2024-10-13 08:25:13,Negatif,
"Biaya pembuatan apk milyaran mungkin ya, tapi yg tersalurkan mungkin hanya 1jt, begini lh hasilnya",1,2024-10-13 08:21:35,Negatif,
😭😭😭,1,2024-10-13 08:15:00,Negatif,
sangat bagus,5,2024-10-13 08:03:10,Positif,
Mumeti,1,2024-10-13 08:00:22,Negatif,
Sangat Baik,5,2024-10-13 08:00:05,Positif,
servernya benerin dulu,1,2024-10-13 07:57:21,Negatif,
Sy tidak bisa menginstal ulang,1,2024-10-13 07:49:53,Negatif,
"Baru dibuka muncul tulisan versi ini tidak dapat digunakan, Belum digunakan sudah bermasalah",1,2024-10-13 07:48:46,Negatif,
APLIKASI BUG,1,2024-10-13 07:35:37,Negatif,
Sama sekali tidak bisa,1,2024-10-13 07:33:08,Negatif,
Belum bisa buka,5,2024-10-13 07:32:48,Positif,
Lalod,1,2024-10-13 07:29:32,Negatif,
"Aplikasi belum layak digunakan, SERVERNYA TINGKATKAN",1,2024-10-13 07:27:46,Negatif,
Menyusahkan,1,2024-10-13 07:27:40,Negatif,
Oke,5,2024-10-13 07:26:06,Positif,
"Aplikasi gagal ngapain di gunakan, menghambat semua pekerjaan dan membuat ribet. Mendingan ga usah d gunakan.",1,2024-10-13 07:21:40,Negatif,
Aplikasi Is The best TOAL.A,1,2024-10-13 07:05:38,Negatif,
mantap aplikasi nya,2,2024-10-13 07:02:41,Negatif,
Ok,5,2024-10-13 06:59:47,Positif,
Tolong untuk yang pilkada fitur perangkat jangan terlalu tinggi dan pengunci data menggunakan pola atau pin seperti saat pemilu,1,2024-10-13 06:57:55,Negatif,
Tapohapo ma,1,2024-10-13 06:56:09,Negatif,
Aplikasi gagal total . login susah,1,2024-10-13 06:51:06,Negatif,
"Bukan solusi tetapi menambah masalah, well",1,2024-10-13 06:49:21,Negatif,
"Aplikasi yang seharusnya mempermudah malah jadi merepotkan, kalau memang infrastrukturnya belum mampu jangan di paksain lah. Ini pakai server murahan untuk digunakan se-Indonesia gimana gak macet coba",1,2024-10-13 06:45:25,Negatif,
Baik,5,2024-10-13 06:42:21,Positif,
Masih sering erorr,5,2024-10-13 06:40:29,Positif,
Ok,1,2024-10-13 06:37:48,Negatif,
Server Burik.,1,2024-10-13 06:33:51,Negatif,
Aplikasi yang sangat bagus,5,2024-10-13 06:33:15,Positif,
Knpa aplikasih sudah tidak dapat di gunakan lagi ini,2,2024-10-13 06:06:25,Negatif,
Moal Baleg Deui wae ieu mah,1,2024-10-13 06:05:05,Negatif,
☹️👎,1,2024-10-13 06:01:49,Negatif,
"Banyaj BUG,,,,",1,2024-10-13 05:59:13,Negatif,
Kurang Baik,1,2024-10-13 05:54:41,Negatif,
Sangat lemod,1,2024-10-13 05:47:20,Negatif,
APLIKASI VERSI INI SUDAH TIDAK DAPAT DIGUNAKAN,1,2024-10-13 05:25:47,Negatif,
Tidak bisa kunci data pada device Xiaomi pad 6,3,2024-10-13 04:59:44,Netral,
🤦,2,2024-10-13 04:52:51,Negatif,
Gacor,4,2024-10-13 04:32:14,Positif,
Aplikasi sampah,1,2024-10-13 04:29:11,Negatif,
Mantap,5,2024-10-13 04:27:58,Positif,
"""Aplikasi versi ini sudah tidak dapat digunakan"", terakhir update Januari, ini udh mau dipakai buat simulasi, so...",1,2024-10-13 04:17:37,Negatif,
Mantap,5,2024-10-13 04:12:46,Positif,
G usah pake aplikasi sirekap kalau aplikasinya kayak gini trus.. Merepotkan,1,2024-10-13 03:58:17,Negatif,
"Aplikasi belum siap kok sudah suruh download,",1,2024-10-13 03:55:07,Negatif,
Aplikasinya oyoh 🙃,1,2024-10-13 03:36:05,Negatif,
Lebih lambat dari siput,5,2024-10-13 03:34:52,Positif,
Meh,1,2024-10-13 03:33:34,Negatif,
Belum apa apa sudah tidak bisa di buka Hadehhhhhhh,1,2024-10-13 03:28:46,Negatif,
tdk dpt di gunkn,1,2024-10-13 03:15:02,Negatif,
"Aplikasi sumber masalah kok masih dipakai, apa tdk pernah evaluasi tahun2 kemarin",1,2024-10-13 03:06:41,Negatif,
Ntap,5,2024-10-13 03:04:44,Positif,
Very Good,5,2024-10-13 03:02:02,Positif,
"Aplikasi tidak dapat di gunakan di versi ini, apa masalah iya????",1,2024-10-13 02:52:31,Negatif,
Tidak bisa digunakan,1,2024-10-13 02:48:38,Negatif,
Mantap,5,2024-10-13 02:46:04,Positif,
Bagus,5,2024-10-13 02:43:11,Positif,
NGEBUG,1,2024-10-13 02:25:48,Negatif,
Sangat baik,5,2024-10-13 02:14:52,Positif,
Sulit oprationalnya,3,2024-10-13 01:54:45,Netral,
Kok bisa sih aplikasi versi ini tidak bisa digunakan,1,2024-10-13 01:22:58,Negatif,
"Sekelas Aplikasi milik Negara dengan anggaran yang besarnya dibesar-besarkan,kok bisa sejelek ini!!!",1,2024-10-13 01:22:13,Negatif,
"Sekelas KPU dengan Anggaran Negara applikasi nya BUG error, bagaimana menciptakan seorang Pemimpin tanpa BUG😝😛",1,2024-10-13 01:15:07,Negatif,
Huuuu,4,2024-10-13 01:13:03,Positif,
Toloooooooong siapun di sana.Setelah di download ada keterangan aplikasi versi ini sudah tidak bisa digunakan. Trussssss pake yg mana.,2,2024-10-13 01:09:03,Negatif,
Setelah apk terinstal... Pas buka apk. Versi ini tidak digunakan lagi... Apa ada yang bisa bantu?,1,2024-10-13 00:48:28,Negatif,
Aplikasi jelek,1,2024-10-13 00:46:50,Negatif,
Aplikasi sudah tidak dapat digunakan..,1,2024-10-13 00:44:42,Negatif,
Ancurrrrrrrrrrr,1,2024-10-13 00:28:56,Negatif,
KPU kekurangan Programer kah?,1,2024-10-13 00:16:53,Negatif,
Baru di download aplikasi versi ini tidak dapat digunakan.,1,2024-10-13 00:13:33,Negatif,
Apk nya tidak bisa di akses,1,2024-10-13 00:13:24,Negatif,
"Aplikasine ora jelas,",1,2024-10-12 23:18:28,Negatif,
"Baru review setelah sekian lama, baru ingat buat ngasih tau kalau aplikasinya jelek",1,2024-10-12 22:52:30,Negatif,
"Aplikasi tidak bisa dibuka, sia² pemerintah menggelontorkan dana begitu besar hanya untuk pembuatan aplikasi macam ini.",1,2024-10-12 22:50:37,Negatif,
Ok,5,2024-10-12 22:49:00,Positif,
Kualitas buruk,1,2024-10-12 22:29:45,Negatif,
Good job KPU,5,2024-10-12 22:28:35,Positif,
Parah gak bisa dipake,1,2024-10-12 22:25:41,Negatif,
"Versi Aplikasi sudah tidak dapat digunakan kok tidak diperbarui,masih saja digunakan dan diarahkan utk instal",1,2024-10-12 22:15:14,Negatif,
Tidak adapat di gunakan,5,2024-10-12 21:08:26,Positif,
"Aplikasi versi ini sudah tidak dapat digunakan.. mau update tapi tidak ada update terbaru, njuk gimana ini.",1,2024-10-12 20:18:46,Negatif,
Baik,5,2024-10-12 19:33:11,Positif,
Bagus,5,2024-10-12 19:16:47,Positif,
Indonesia serba kekurangan coi. Kalah sama aplikasi ometv. Yg dipakai ribuan bocil,1,2024-10-12 18:49:45,Negatif,
"Apaan aplikasi gajelas. Minimal Uda terlanjur keluar uang banyak untuk bayar apps maker tuh yang bener, buang duit negara aja",1,2024-10-12 18:35:30,Negatif,
Perlu perbaikan,1,2024-10-12 17:49:24,Negatif,
Gk bisa ke buka,2,2024-10-12 17:41:31,Negatif,
aplikasinya lumayan baik dan berharap pada saat aplikasi digunakan dapat dengan mudah,5,2024-10-12 16:00:11,Positif,
Sulit,2,2024-10-12 15:52:03,Negatif,
Ok sangat membantu,5,2024-10-12 15:47:37,Positif,
Ok,5,2024-10-12 15:47:10,Positif,
Angel,5,2024-10-12 15:44:22,Positif,
"Aplikasi d*ngu,meakeun duit puguh plok",2,2024-10-12 14:59:52,Negatif,
baik,5,2024-10-12 14:56:38,Positif,
"aoleng, sotok leek",5,2024-10-12 14:39:24,Positif,
Good luck,5,2024-10-12 14:33:56,Positif,
Baik,1,2024-10-12 14:28:48,Negatif,
Mantaf,5,2024-10-12 14:28:05,Positif,
Good,3,2024-10-12 13:19:28,Netral,
"Perbaiki memang aplikasinya sebelum hari H ,nanti ribet jadinya,,, lebih bagus manual ,,",4,2024-10-12 12:05:04,Positif,
Knp ketika saya login aplikasi versi sudah tidak dapat digunakan??,1,2024-10-12 10:43:44,Negatif,
"Susah login, susah unt update, dan sering down. Server lemah.",1,2024-10-12 10:14:56,Negatif,
OKS,5,2024-10-12 07:22:12,Positif,
Apk sirekap sangat membantu,5,2024-10-12 06:54:50,Positif,
Uda 2x download gak bs buka,1,2024-10-12 06:14:01,Negatif,
Tidak bisa menggunakan,2,2024-10-12 05:51:55,Negatif,
Aplikasinya gak bisa dipakai lagi,1,2024-10-12 05:50:09,Negatif,
Aplikasi versi ini sudah tidak dapat digunakan,1,2024-10-12 05:20:09,Negatif,
Apknya nyusahin,1,2024-10-12 05:15:54,Negatif,
Butut,1,2024-10-12 04:54:36,Negatif,
Aplikasinya baik,5,2024-10-12 04:40:58,Positif,
Oke banget,5,2024-10-12 04:01:55,Positif,
Kok kadaluarsa ya...,5,2024-10-12 03:45:23,Positif,
Sukses Pilkada berkat data akurat Sirekap 2024,2,2024-10-12 02:57:07,Negatif,
Baik,5,2024-10-12 02:12:44,Positif,
1.Aplikasi tidak bisa di buka 2.Proses jadi terhambat 3.Mereka minta cepat tapi aplikasi tidak dapat di buka,1,2024-10-12 02:11:59,Negatif,
Gk guna,1,2024-10-12 02:05:04,Negatif,
Aplikasi terbobrok didunia...,1,2024-10-12 01:20:43,Negatif,
Kenapa saya tidak bisa update,1,2024-10-12 00:41:52,Negatif,
bagus,5,2024-10-12 00:38:11,Positif,
berguna,5,2024-10-12 00:32:14,Positif,
Ngk bisa di akses,2,2024-10-12 00:14:52,Negatif,
"Aplikasi tolol, Sudah susah payah saya input data sebaik mungkin, Tapi yang terjadi data yang tersubmit itu terjadi penggelembungan suara yang menguntungkan salah satu paslon.",1,2024-10-11 23:55:07,Negatif,
Mantap,5,2024-10-11 17:58:09,Positif,
"Setelah aplikasi dibuka muncul tulisan ""aplikasi versi ini sudah tidak bisa digunakan"". Kenapa sebobrok ini sih aplikasinya? Apakah tidak bisa lagi Indonesia ini buat aplikasi yang lebih bagus lagi??",1,2024-10-11 17:06:58,Negatif,
Jos,4,2024-10-11 11:07:10,Positif,
Memudahkan,5,2024-10-11 09:56:33,Positif,
Ini kok ngga bisa digunakan ada pemberitahuan versi ini tidak bisa digunakan,2,2024-10-11 05:29:45,Negatif,
"Sudah update tapi di sistem aplikasi versi ini tidak dapat digunakan, huuff",1,2024-10-11 03:33:55,Negatif,
Aplikasi lama loading,3,2024-10-11 03:16:55,Netral,
"Minimal kalau mau buat aplikasi orang yg buat jangan yg ngandalin ordal, coba seleksi benar benar benar",2,2024-10-11 02:57:56,Negatif,
Negara berkembang gini amat,1,2024-10-11 00:58:01,Negatif,
Tidak bisa digunakan tolong dibantu,5,2024-10-11 00:41:45,Positif,
"Buang2 anggaran , bikin aplikasi jadinya malah kek gini",2,2024-10-10 22:01:52,Negatif,
Bermanfaat,5,2024-10-10 17:15:20,Positif,
Top,5,2024-10-10 11:24:53,Positif,
jelek,1,2024-10-10 09:27:38,Negatif,
Mantap,5,2024-10-10 09:05:00,Positif,
Gak bisa buka pasword... Wkwkwkw,5,2024-10-10 07:43:53,Positif,
Manatap,1,2024-10-10 07:43:40,Negatif,
KPU MELAYANI,5,2024-10-10 07:12:27,Positif,
bagus dan lancar,5,2024-10-10 06:27:12,Positif,
Pdhl ngklik sesuai link dr pihak KPU.. Koq ga update sih.!!!,1,2024-10-10 05:18:54,Negatif,
Aplikasi ini sangat membantu,5,2024-10-10 03:41:23,Positif,
Mantap,3,2024-10-09 22:54:49,Netral,
Kenapa sih aplikasi Sering Error dan Peluang kecurangan Pemilu terus di pakai??????????,1,2024-10-09 16:11:59,Negatif,
ok,5,2024-10-09 16:07:55,Positif,
Sebagai anggota ppk kec. Laonti kab. Konawe selatan,5,2024-10-09 16:00:46,Positif,
Cukup,5,2024-10-09 12:21:43,Positif,
Sangat bagus,5,2024-10-09 10:26:00,Positif,
Luar biasa.,5,2024-10-09 06:17:11,Positif,
"mudahhh terimakasih, akhirnya my dream terwujud karna gw ikut jdi sirekap wkwkkwkwkwk luamyan kurleb 1.5jt satu hari kerja pusingg mikirin dia satu bulan",5,2024-10-04 12:55:43,Positif,
jelek,2,2024-09-27 00:33:21,Negatif,
"Aplikasi rusak, gada yang bener",1,2024-09-18 13:19:15,Negatif,
"Aplikasi ini dulu bagus tp kenapa skrg auaah ya, sy kasih bintang 3 dulu krn udah tidak bisa",3,2024-09-17 06:20:00,Netral,
bug aplikasi + server gangguan = . . . 🙃,1,2024-09-16 09:55:14,Negatif,
Aplikasi gateli..,1,2024-09-16 08:49:53,Negatif,
"Jelek , dari segi tampilan ui nya terkesan jadul banget , terus juga untuk simulasi aplikasi sirekap ini ga terlalu jelas aneh, ngabisin anggaran doang ! Improvisasi lagi kedepannya pak agar lebih baik lagi !",1,2024-09-04 08:19:51,Negatif,
Ok,3,2024-08-26 12:10:18,Netral,
Mudah down,1,2024-08-23 07:49:41,Negatif,
Lahh kenapa gk bisa masukk,1,2024-08-21 14:16:25,Negatif,
Mantap,2,2024-08-17 19:22:38,Negatif,
"Aplikasi jelek, pemerintahnya pelit ke developer jadi aplikasi nya jelek! Aplikasi belum siap udah dipaksa digunakan Dasar tua Bangka gk ngerti aplikasi",1,2024-07-20 04:42:08,Negatif,
ARIFIN RAJA DAN RANI CANTIK DAN FITRI,5,2024-07-16 11:09:15,Positif,
Gaguna,3,2024-07-14 05:04:48,Netral,
Aplikasi cacat,1,2024-07-13 18:10:16,Negatif,
aplikasi tidak membantu,1,2024-07-13 08:56:28,Negatif,
"Apk gak guna buang"" waktu 😂😂😂",1,2024-07-13 03:33:53,Negatif,
"Najis app gaguna, korupsi aja terus",1,2024-07-12 22:53:56,Negatif,
Gk bisa masuk! Ayolah sekarang dari kamren di coba tetap gak bisa masuk. Ngebug terus,1,2024-07-12 21:23:25,Negatif,
Memuaskan,5,2024-07-12 10:40:06,Positif,
Gini amat aplikasi buatan Kominfo 🗿 Kemana dana KPU bikin apk aja ga bisa,1,2024-07-12 10:05:12,Negatif,
👎,1,2024-07-12 07:40:15,Negatif,
Kualitas Tak sesuai Harga,1,2024-07-12 05:27:41,Negatif,
Aplikasi ngk jelas,1,2024-07-12 04:00:01,Negatif,
Perbaikilah sistem susah masuk gini,1,2024-07-12 01:54:39,Negatif,
stak d masuk terus APK SIREKAP U PSU NYA,1,2024-07-12 01:12:37,Negatif,
Gajelas,1,2024-07-11 18:10:00,Negatif,
"Aplikasi yg bikin mumet,,, kl belum sanggup utk punya aplikasi,, y gk perlu d paksain jg laahh",1,2024-07-11 16:22:23,Negatif,
Pernahelakikan pekerjaan sebagai anggota pkkps pada tos 06 di talangkuning,4,2024-07-11 15:09:44,Positif,
aplikasi kurang mendukung,1,2024-07-11 13:17:05,Negatif,
susah digunakan,1,2024-07-11 11:25:57,Negatif,
Aplikasi lemot Burik,1,2024-07-11 09:36:36,Negatif,
Aplikasi sampah,1,2024-07-09 12:52:18,Negatif,
aplikasi sampah,1,2024-07-09 02:37:47,Negatif,
Anak magang mana yg buat apk ini,1,2024-07-08 15:46:42,Negatif,
Pecat saja ketua KPU ini !. Bertahun tahun bisa bocorkan data KPU ke Si hacker. Mau di kemanakan nasib Rakyat Indonesia ini kalau pemilihan KPU di salah gunakan si hacker. Dan kami ingin presiden di tahun ini dan seterusnya di pilih rakyat bukan si hacker tersebut !. Sekian itu yang bisa kami sampaikan terima kasih. Dan saya ber terima kasih kepada dewan komisi penyelenggara pemilu atas pemecatan ketua KPU lukman haysim ashari.,1,2024-07-08 00:39:02,Negatif,
Pokoknya ketua KPU Hasyim Asy'ari harus di hukum berat beratnya !. Dan sesuai peraturan pihak ketua hakim dewan kontitusi penyelenggara pemilu dan pidana agung yang berlaku !.,1,2024-07-07 09:11:02,Negatif,
Memakai aplikasi ini sgt mmbutuhkan waktu lama.. sangat tdk efisien,1,2024-07-03 04:06:57,Negatif,
"Aplikasi gak guna, BOSOK",1,2024-07-01 05:34:51,Negatif,
Aplikasi tolol,1,2024-06-29 10:08:20,Negatif,
Aplikassi super jelek banget nyesel poll ini,1,2024-06-25 15:18:27,Negatif,
Lumayan membantu,4,2024-06-25 11:29:30,Positif,
Petugas kpps pada pemilihan umum 2024,5,2024-06-25 01:20:30,Positif,
Bermanfaat,5,2024-06-24 17:12:01,Positif,
Ditingkatkan lagi yak,1,2024-06-22 12:45:13,Negatif,
GAGAL,1,2024-06-22 05:48:12,Negatif,
Teknologi harusnya mempermudah bukan mempersulit pekerjaan,1,2024-06-21 03:14:35,Negatif,
"BAGUS, SANGAT BERGUNA DAN MUDAH DIPAHAMI",5,2024-06-20 09:10:56,Positif,
good,5,2024-06-12 18:46:05,Positif,
Semoga kedepannya lebih baik,5,2024-06-10 14:49:09,Positif,
Pliss ini di perbaiki semua lagi kalau bisa di bikin for ios juga,1,2024-06-04 17:43:40,Negatif,
Jelek skali,1,2024-06-04 08:44:19,Negatif,
"Aplikasi jelek. Sekiranya mau bikin aplikasi yang bagus. Dana untuk aplikasi, dipake untuk aplikasi semua kan? Kok tetep jelek. Sori baru review sekarang. Tapi jujur. Jelek. Mending hapus aja. Gara gara lu bikin aplikasi jelek. Upload hasil pemilu kemaren februari sampe pagi. Pikir pikir lagi, kalau mewajibkan pake aplikasi, ya yang bagus. Mikir! Dikit dikit gangguan. Gak kompeten. Gak guna",1,2024-05-30 10:32:55,Negatif,
Behhhh,1,2024-05-17 00:09:02,Negatif,
Sangat membantu,5,2024-05-12 08:25:15,Positif,
kasian gara gara aplikasi ni banyak pro dan kontra 🗿,2,2024-05-11 09:13:39,Negatif,
Mantap,5,2024-05-08 02:42:16,Positif,
"Perbaikan, Buat Memudahkan KPPS Kedepan",2,2024-05-04 08:06:11,Negatif,
"Hmmm ocr nya menggelitik, datanya gak pas, di edit manual (khusus presiden kagak bisa) udah di upload salah data ga bisa di cancel, mana data salah juga invalid ga bisa upload, jadi stuck aja di cancel ga bisa di terusin juga ga bisa. Review jujur, untuk sekelas aplikasi formal agak mengecewakan, niat hati mau mempermudahkan malah mempersyulit",2,2024-05-02 00:27:07,Negatif,
"Apps skala nasional tapi server skala kabupaten, haduhh",1,2024-04-28 05:46:58,Negatif,
Gaguna sii,1,2024-04-28 05:22:19,Negatif,
"Aplikasi bertujuan bagus, demi cucu dan kemenakan maju, mana pas pake susah banget, loading lama dan upload g bisa2",1,2024-04-25 05:07:34,Negatif,
Membantu,4,2024-04-22 23:01:59,Positif,
Aplikasi memalukan,1,2024-04-22 15:19:24,Negatif,
Muhammad nur maulana,5,2024-04-21 11:52:38,Positif,
Tetap terbaik,3,2024-04-20 23:13:15,Netral,
Bagus,5,2024-04-19 13:29:27,Positif,
"Tak dilewatkan ,lima tahun sekali.",5,2024-04-13 22:19:35,Positif,
Ilike,5,2024-04-09 06:08:57,Positif,
bututt,1,2024-04-08 07:18:37,Negatif,
Aplikasi buang buang uang negara.,1,2024-04-08 05:50:29,Negatif,
Sangat tidak user friendly,1,2024-04-07 21:51:03,Negatif,
Aplikasi tolol,1,2024-04-02 15:27:29,Negatif,
"app g jls, masa mau buka pertama kali lngsung sign in, sdngkn blm prmh dftr atw tdk ada menu sign up🤦🏻‍♂️",1,2024-03-30 18:02:14,Negatif,
Ribet,1,2024-03-29 12:01:28,Negatif,
bnyak gangguan,1,2024-03-28 12:56:39,Negatif,
Aplikasi ini mau menciptakan perang saudara di Indonesia jika KPU tak melakukan audit atau klarifikasi menyeluruh atas kebobrokan aplikasi ini,1,2024-03-28 09:20:13,Negatif,
Apk mentahan...banyak poŕtalnya,1,2024-03-28 07:57:45,Negatif,
APLIKASI AMPAS !,1,2024-03-27 23:17:04,Negatif,
"Masih banyak bug, kamera tidak jernih, server down terus",3,2024-03-26 10:56:39,Netral,
Error',1,2024-03-26 10:44:51,Negatif,
Sirekap gak bisa login untuk yang bukan petugas kpps dan badan adhoc ya?,1,2024-03-25 17:37:31,Negatif,
"Masih banyak kekurangan nya pada saat hari pemilu, semoga d pemilu yg akan datang aplikasi nya bener2 udah siap",1,2024-03-25 11:13:17,Negatif,
Membuat laporan perolehan suara,5,2024-03-23 12:06:16,Positif,
Jelek dan ga jelas,1,2024-03-23 09:08:21,Negatif,
Lawak dev nya,1,2024-03-22 10:44:13,Negatif,
"Nama aplikasi politik ya tentu sarat kepentingan, kalo dibuat sempurna kan sulit curangnya",1,2024-03-22 04:08:09,Negatif,
Aplikasi tolooooooool,1,2024-03-21 05:07:00,Negatif,
"Apk curang, ga guna aplikasi kaya gini.",1,2024-03-21 03:06:33,Negatif,
Aplikasi yang baik untuk segera di hapus playstore,1,2024-03-20 18:00:27,Negatif,
Jelek,1,2024-03-20 10:41:42,Negatif,
Segera perbaiki untuk pilkada yang akan datang,1,2024-03-20 00:46:02,Negatif,
👎,1,2024-03-19 14:49:07,Negatif,
sangat rusak,1,2024-03-19 06:00:26,Negatif,
Aplikasi tak berguna sama sekali,1,2024-03-19 03:36:33,Negatif,
Bisa menjadikan alat bantu dan bisa secara langsung maupun memper cepat inpormasi dari negara lain,1,2024-03-17 02:11:36,Negatif,
"Informasinya kacau....banyak kesalahan input dll,,padahal biayanya muahaalll... Pakai uang pajak ,,waduuhh piye iki,,",1,2024-03-16 16:45:59,Negatif,
Aplikasi sampah,1,2024-03-16 01:38:27,Negatif,
Busuk,1,2024-03-15 22:19:37,Negatif,
Jelek,1,2024-03-14 14:39:08,Negatif,
Lanjutkan,1,2024-03-13 22:52:50,Negatif,
gara-gara sirekap kerja kpps ga maksimal,2,2024-03-13 04:46:19,Negatif,
aplikasi sampah,1,2024-03-12 22:50:37,Negatif,
TIDAK BISA DIBUKA,1,2024-03-12 21:53:03,Negatif,
"Blm pernah daftar tapi disuruh masuk, gk ada fitur daftarnya",1,2024-03-12 18:29:05,Negatif,
Sangat buruk. Perusak Demokrasi,1,2024-03-12 10:17:25,Negatif,
"Belajar dari google image...sekelas negara buat aplikasi masih kayak aplikasi amatiran. Baru scan angka aja sudah 'belepotan'. Bagaimana seperti google image yang bisa langsung terjemahkan berbagai bahasa,menghamburkan dana tapi tidak ada guna",1,2024-03-12 01:15:23,Negatif,
jelek..memalukan server ada di singapura tapi utk mengolah data indonesia. bakal hancur berantakan klo ini utk barometer perhitungan pemilu,1,2024-03-11 16:57:16,Negatif,
Aplikasi abal-abal yang justru dipakai negara 🤦🏻🤦🏻,1,2024-03-11 14:12:55,Negatif,
Ga bisa dibuka.. Harus masuk dulu.. Tambah mu dur lagi..,1,2024-03-11 13:32:25,Negatif,
Sangat berguna,5,2024-03-11 11:34:39,Positif,
Aplikasi abu²ngabisin duit rakyat,1,2024-03-10 18:53:59,Negatif,
Sangat tidak berguna.malah nyalahin kpps.salahin tu KPU.kan KPU bilang sirekap buat mempermudah.eeeeeh tw tw y malah mempersulit kerja kpps,1,2024-03-10 15:27:37,Negatif,
Aplikasi apaan ini susah masuk???,1,2024-03-10 12:51:43,Negatif,
Aplikasi sangat buruk,1,2024-03-10 02:46:09,Negatif,
BIKIN APLIKASI KOK CUMA BUAT KECURANGAN DOANK FUNGSINYA ????,1,2024-03-09 21:08:38,Negatif,
Belom apa2 udah rusak nih aplikasi. Disuruh log in punya akun aja belom. Dan konyl nya gaada opsi bikin akun. Gini nih kalo orang yg gk ahli dibidangnya malah dikasih jabatan,1,2024-03-09 17:52:52,Negatif,
"Apknya yang bermasalah,malah kpps yg di salahkan. Tahun berikutnya gak usah lg pake beginian.",1,2024-03-09 13:33:06,Negatif,
Kok bisa rusaknya negara dari sini,1,2024-03-09 08:32:33,Negatif,
Intine aplikasi dalam masa percobaan dan hasilnya gagal total,1,2024-03-09 06:48:41,Negatif,
Semoga Indonesia semakin maju dengan digitalisasi dan transparan. Tapi masyarakat mau liat hasilnya bagaimana ya? Biar bisa hitung sendiri C1 nya. #SilentMinority.,5,2024-03-09 05:59:30,Positif,
Ngaco aplikasinya,1,2024-03-09 02:27:06,Negatif,
Aplikasi bosok,1,2024-03-08 15:50:04,Negatif,
Sudah pasti belum siap.,1,2024-03-08 13:02:06,Negatif,
"Alhamdulillah Aplikasi SIREKAP 2024 Sudah tersedia meskipun baru di rilis tgl.22 Januari 2024!Semoga mempermuda dalam proses perhitungan suara di pemilu 2024 Nanti pada tgl.14 Februari 2024!🙏✍️💟🇲🇨 Setelah di coba banyak ketidak puasa dari hasil rekapitulasi data di sirekap!Mohon budayakan malu ,kalau nyatanya Paslon 02 yang unggul sudah terima kekalahan saja jangan memutar balikan fakta yang nyatanya kalian sendiri yang malu!""Jernikan pikiran & Bersihkan Hati menjelang bulan suci Ramadhan""",5,2024-03-08 02:15:39,Positif,
👎,1,2024-03-06 23:02:02,Negatif,
ngga rekom sih soalnya ada yang curang gk bisa di ubah,1,2024-03-06 14:56:57,Negatif,
Apa yg lebih buruk dr SAMPAH?? Y benar aplikasi SIREKAP,1,2024-03-06 10:15:55,Negatif,
Sudah download gak bisa di buka gimanasih,1,2024-03-06 09:43:10,Negatif,
Aplikasi Abal abal dengan anggaran yang triliunan,1,2024-03-06 03:27:30,Negatif,
L A L lL w l )Lwl,1,2024-03-06 03:03:35,Negatif,
Baru dl udah eror asuuuu,1,2024-03-05 16:12:00,Negatif,
aplikasi tercanggih se jagat raya 🤣🤣🤣,1,2024-03-05 15:47:20,Negatif,
"Aplikasi sumber masalah, asuu !",1,2024-03-05 15:02:05,Negatif,
"Loading apk nya lama, udh gtu suka eror",1,2024-03-05 14:16:16,Negatif,
Aplikasi brengsek.... Pemicu keributan rakyat...,1,2024-03-05 13:02:30,Negatif,
"Sulit di akses,",1,2024-03-05 07:11:24,Negatif,
"Aneh KPU, lembaga yg resmi Negara, pakai aplikasi tidak jelas, banyak keluhan, buang2 anggaran, aplikasi dipakai untuk memudahkan ini malah bikin gaduh dan kecurigaan di masyarakat. Untuk sekelas Pemilu harusnya uji coba dulu aplikasinya. Asli parah",1,2024-03-05 04:42:05,Negatif,
Aplikasi gak siap sudah disuruh pake,1,2024-03-05 02:25:06,Negatif,
Perbaiki lagi...,1,2024-03-05 02:16:42,Negatif,
Aplikasi sampah,1,2024-03-04 20:23:35,Negatif,
𝔹𝕒𝕘𝕦𝕤,4,2024-03-04 18:28:05,Positif,
Ngrepotne Petugas🙄,1,2024-03-04 15:57:44,Negatif,
Saya sarankan pemilu mendatang lebih baik gak pake Aplikasi... bikin ribet aja dan rawan kecurangan alias penggelembungan suara,1,2024-03-04 15:25:47,Negatif,
Aplikasi bermasalah untuk Pemilu atas nama Demokrasi,1,2024-03-04 09:31:00,Negatif,
"APLIKASI SAMPAH, TERLALU DIPAKSAKAN UNTUK MEMENANGKAN PASLON 02. 😂🤣🤣🤣",1,2024-03-04 07:19:36,Negatif,
Ok mantap,5,2024-03-04 03:26:26,Positif,
Tifak bisa dibuka.,1,2024-03-04 00:32:04,Negatif,
Aplikasi yang menimbulkan kegaduhan di Indonesia.,1,2024-03-03 23:02:30,Negatif,
Thanks berkat sirekap jagoan gw menang...makan gratis im coming,1,2024-03-03 16:52:47,Negatif,
"Aplikasi Sampah skala Nasional kaya begini, Rating Ancur.. Kaya gorengan dadakan aplikasi nya. Developer nya Amatiran, bukan nya Rekap malah Markup Hasil Suara. Sangat Memalukan sekali KPU bikin sistem beginian.",1,2024-03-03 14:17:53,Negatif,
buruk,1,2024-03-03 12:44:40,Negatif,
"Baru 1jt pengguna, server malah down, malu sama swasta",1,2024-03-03 12:31:31,Negatif,
