content,label
Mohon untuk segera memperbaiki ke versi yang sesuai ... Agar bisa digunakan oleh petugas sirekap . Saya disini sirekap 1 belum bisa login aplikasi tersebut .,Negatif
Aplikasi versi ini sudah tidak dapat digunakan 🙏🏻,Negatif
Belum bisa di buka,Negatif
"Tidak bisa di gunakan, pilkada tiggal ngitung hari",Negatif
Tidak bisa di buka aplikasinya. Klo sekiranya belum siap bikin aplikasi jgn dulu di share lah app nya.,Negatif
Bikin kaya gini kan... ngeluarin duit banyak...tp kenapa aplikasinya bgini hadeuh... pemerintah,Negatif
serius ini gak bisa di download di ip nih??,Negatif
Kenapa saya tdk bisa buka aplikasi ini,Negatif
"Tidak bisa digunakan, ngga bisa login",Negatif
Aplikasinya lucu sekali aneh,Negatif
"min, ini masa di hp ku (vivo) ngestuck di bagian suruh pilih rekapitulasi, bimtek dll?? gak mau login kocak",Negatif
Gak bisa login macam mana ini,Negatif
Aplikasinya sekelas dengan SDM dipemerintahannya.,Negatif
Ko ga bisa di buka yah???,Negatif
ga bisa dibuka,Negatif
Aplikasi ga jelas,Negatif
Koq versi ini gak bisa digunakan.. Apa sengaja di off dulu 😆😆,Negatif
"masa aplikasinya gabisa masuk2 terus sih padahal sudah diulang beberapa kali,percuma saya update teknologi kalau aplikasinya masih kayak gini",Negatif
Ko kenapa tidak bisa di gunakan,Negatif
aplikasi ini tidak bisa di upgrade pada versi berikutnya,Negatif
Tidak bisa login!,Negatif
Dari masa pemilu nape si ah bikin puyeng terus,Negatif
Aplikasi TDK bs di gunakan di hp saya.poco X3 pro iOS 14,Negatif
"Apk tolol buat gini aja gak becus,giliran korup baru pada pintar.",Negatif
Aplikasi bobrok....tlg google hapus saja apps ini dari playstore...ini apps kategory spam...,Negatif
Gk update,Negatif
Kaga bisa di buka,Negatif
Bosokk,Negatif
Sudah tidak dapat di gunakan versi ini,Negatif
Ini sudah berkali² saya unistal tetap tidak bisa di loggin,Negatif
Belum terapdut,Negatif
Ga bisa buka aplikasi ya,Negatif
Aplikasi versi ini sudah tidak bisa digunakan 😭,Negatif
"Gagal mendapatkan kuci digital, katanya di suruh clear data apk dulu, udh dilakuin, ttp aja, nggk bisa, knp?, pusing dr kemarin nyoba berbagai cara, ttp aja nggk bisa.",Negatif
Negara besar belum mampu atau memang sengaja tdk dimampukan menyediakan aplikasi untuk hajat nasional sepenting ini.... Memalukan,Negatif
"aplikasi banyak bug, bikin pusing yang pake....",Negatif
"Aplikasinya sangat rumit, terkadang bisa error, susah login dan sebagainya.",Negatif
Aplikasinya tidak berfungsi dengan baik,Negatif
"Aplikasi gak bisa login di suruh pakek.. App kalau belum siap mbokya gak usah pakai aplikasi.. Bikin susah yg kerja aja.. Di suruh uninstall trus hapus data download lagi ttep sama.. Gak bisa login pas pemilihan bimteknya.. Di submit ga jalan.. Pakek hp istri juga sama,..",Negatif
Sirekap saya .lupa pasword nya jadi gg bisa buka ..mohon arahan nya,Negatif
MINIMAL KLO BIKIN APLIKASI YG JELAS!!!! INI BUKA KAMERA AJA LAG PARAH. KLO GK BISA BIKIN APLIKASI MINMAL HIRE ORANG LAEN. KPU GK BECUS.,Negatif
Kenapa tidak bisa membuka aplikasi ada tulisan gagal mendapat sertifikat digital pada hal sdh di install ulang,Negatif
Versi terbaru makin buruk masuk nya aja di persulit makin di update makin ga jelas,Negatif
Apk gg suport all android!!! Server bosok!!,Negatif
"Uang milyaran cuma bisa bikin aplikasi kayak gini? Sampah, eror terus gak ada habis2nya. Gimana nnt hari H. Apa gak ada evaluasinya ya ini tim ITnya??? Orang bikin apps biar kerja masih cepat ini malah nyusahin dan nyebelin, petinggi gak beres dan IT nya pun gak beres, cocoknya tim IT nya orang yg profesional dan harus ganti ini orang2 yg sekarang ngerjain projek ini. Pemalas kalian, udah mau dekat2 pemilu baru asik kalian update2, selama ini kemana aja, memang asu.",Negatif
APA INI COK BISA USER SAMA PASWORD G MASUK??,Negatif
Apknya bikin pusing ....,Negatif
Aplikasi kok gini amat y .. bikin pusing aja...Mudah2han lancar dan gk macet2 waktu hari h.,Negatif
Pusing ga jelas,Negatif
"Apk terburik yg pernah saya download, mau masuk aja terjadi kesalahan. Ini mau bimtek 5 bagaimana kalo ga bisa"" masa harus punya HP 10 kalo salah satu ga bisa buka, ini saya udah instal dan uninstal terus buat masuk ke apk ini. Coba ini solusinya gmn SIREKAP, gunta ganti aja sekalian di perbarui biar ga install ulang terus",Negatif
Kurang bagus,Negatif
"yaAllah yaAllah yaAllah, tolooongg bgtttt tolongg jangan upate update terossss, klo mudah mah gapapaa, laa ini makin makin makin makin suliiitttt astagfirulloh",Negatif
"PUSING.... KARENAAAAAAAA APK. SIREKAP, PALA PUSING KARENA SIREKAP",Negatif
"Di versi 2.71 lancar, dapet wa dari pps disuruh uninstall yg itu dan install yg ini, mampet di halaman masuk. Error failed to connect to api after 60000ms. Sepertinya butuh perbaikan di bagian infrastruktur pendukung. Mudah-mudahan BUG nya segera teratasi.",Negatif
"Abis Di update malah terjadu kesalahan, gagal mendapatkan kunci digital. Gimana ini, apk bukannya memudahkan malah bikin bingung.. Ini apk siap pakai apa tidak..??",Negatif
maaf punya saya belum bisa masuk.. gagal mendapatkan kunci digital.. tolong segera perbaiki.. makasih,Negatif
Knp gak di persiapkan jauh² hari udah pas mendekati bentar² update versi mending langsung on .ganti lg² ah pusing,Negatif
Kenapa aplikasinya tidak bisa masuk,Negatif
Aplikasine andalan yg selalu dipake pd saat pemilu 👍,Negatif
sumpah ni aplikasi susah banget login nya🔥 ini mempermudah atau mempersulit sihh😭😭😭,Negatif
"Ini aplikasi Bikin susah, sudah di update tapi tidak mau di instal, login pakai yg lama juga tidak mau, tolong lah kami2 dari ujung peloksok negeri ini signal,listrik dan jalan susah !,jgn di bikin susah lgi, menurut saya ini rancangan aplikasi sangat buruk, repot",Negatif
"Ujung tombak berada di kpps sirekap tapi,kenapa untuk log in saja gak bisa . Sangat Buruk.",Negatif
"Dari versi 2.71 ke versi 2.73 malah gagal login, harus gimana ya solusi nya. Sudah dihapus lalu download lagi tapi tetap aja sama tidak bisa login.",Negatif
"KALO NGGAK BECUS BIKIN APLIKASI, MENDING NGGAK USAH PAKSAIN PAKE APLIKASI, BIKIN RIBET AJA",Negatif
Udah bolak balik uninstall install hapus data clear cache masih juga mentok di inisialisasi gagal masuk. Whyy???? Pdhl hr ini uji coba. Ya ampun ini tolong masih perlu diperbaiki nih aplikasi,Negatif
Kalo tidak canggih tidak usah membuat aplikasi yang membuat susah kpps yang kerja luar biasa untuk mencari kan jabatan untuk pejabat,Negatif
Pas login kok malah gagal mendapatkan kunci digital pas berhasil proses inisialisasi kok malah disuruh install chrome padahal chrome udah ada,Negatif
Capek banget hapus dan download ulang apk ini🥵,Negatif
Aplikasi pemerintah gini amat,Negatif
Mau update ke versi 2.73 GE susah banget,Negatif
"Sudah apal sama aplikasi plat merah, pasti nek ga erorr ya ngelag",Negatif
"Aplikasi keong. Harus Ditingkatkan lagi. Jangan buang"" anggaran",Negatif
Lupa pasword sirekap,Negatif
kagal bisa log in,Negatif
"Terlalu ribet, dan aplikasi masih kurang sempurna untuk di gunakan d seluruh Indonesia",Negatif
gagal login terus,Negatif
Belum di pake aja udah eror apa lg pas di pake,Negatif
Apk yg versi 2.73 ini kenapa malah susah sering macet pas mau masuk ke profil... Terjadi kesalahan saat inisiali aplikasi gagal mendapatkan kunci digital: java. Lang. Exception : anda saat ini sedang melakukan inisialisasi. Harap tunggu sejenak dan coba lagi..........gitu gitu mulu padahal yang versi 2.71 mah lancar lancar saja ini kenapa yng baru malah susah kendalanya cuman gk bisa masuk ke profil yg pengguna apk sirekap terbaru ini apakah sama punya kendala seperti ini..?????,Negatif
Gak bisa di install 2.73,Negatif
"Tuluy we tuluy lah saacan Sirah coplok mah, Mun sakirana teu bisa ngembangkeun apk na mending keneh neangan pagawe lain jangar lah Kana Sirah aing na, ti pemilu kamari knh ku apk sirekap ieu",Negatif
"Dari dulu penyakitnya sama nih apk, buat orang darting",Negatif
"Gk ush di bikin runyam deh aplikasi gk jelas bukan nya mempermudah mempersulit iya, di benerin tu aplikasi gk jls ni",Negatif
"Apa ini apk tidak bisa dipakai untuk yang versi 2.73 stuck di tempat login doang? Ini gimana yang buat,padahal penting untuk pemilihan tpi apk tidak di perbaiki ada yang banyak kesalahan",Negatif
kamera delay banget astagaa.penyimpanan masih banyak padahal..hadeeuuh,Negatif
"Proses inisialisasi gagal teruuuss.. uninstall, instal lagi berulang"".buang"" kuota",Negatif
Ampass,Negatif
Susah di update,Negatif
APK KGAK JELAS NYUSAHIN NJG,Negatif
Aplikasinya gak bisa di login,Negatif
Indonesia se level apk aja gini amat.. gimana mau punya mimpi bikin yang lain semisal manufaktur litograf microchip.. gkgk,Negatif
Release apk perlu pembaruan ke versi lebih tinggi tetapi malah banyak bug,Negatif
Untuk KPU kalau bisa jangan bikin apk yg merepotkan katanya mau memudahkan eh malah tambah repot,Negatif
"Cacat, Update bukannya tambah bagus malah tambah parah",Negatif
Semoga aplikasi dapat diperbarui ke versi 2.73,Netral
"Saat ingin melakukan pembaruan, apakah diperlukan instalasi ulang aplikasi?",Netral
full update,Netral
Aplikasi mengalami gangguan secara berulang. mohon perhatian terhadap kendala ini,Netral
Aplikasi diperbarui ke versi 2.73. Mohon informasi lebih lanjut,Netral
sedang proses memperbarui ke versi 2.73,Netral
Aplikasi masih mengalami banyak kendala meskipun telah mendapatkan dukungan pengembangan,Netral
semoga proses pekerjaan berjalan lancar,Netral
Disarankan agar aplikasi menyediakan fitur lupa kata sandi untuk mempermudah pengguna.,Netral
Aplikasi ini tampaknya masih dalam tahap pengembangan lebih lanjut,Netral
Versi 2.73 belum kompatibel atau tidak berhasil diinstal di perangkat Samsung A03s,Netral
Versi terbaru sedang berproses login ya walaupun membutuhkan waktu tambahan,Netral
Perlu kesiapan teknis yang lebih optimal untuk implementasi digitalisasi,Netral
Terjadi kesalahan login meskipun informasi akun sudah benar. Mohon perhatian terhadap kendala ini,Netral
"Aplikasi digunakan untuk membantu perhitungan suara, namun belum bisa diperbarui ke versi 2.73",Netral
"Terdapat kendala saat melakukan pembaruan aplikas, namun segera teratasi ",Netral
"Aplikasi digunakan untuk perhitungan pilkada, namun masih memerlukan peningkatan fungsionalitas",Netral
Diharapkan aplikasi berjalan stabil dan bebas dari kendala teknis seperti pemeliharaan server,Netral
"Aplikasi awalnya dapat diakses, namun kemudian mengalami kesulitan login",Netral
"Aplikasi mengalami kendala saat proses masuk/login, tapi lancar saat membaca hasil scan",Netral
"saya lupa password, apakah bisa dibantu?",Netral
Setiap ada uji beban atau rekapitulasi sebaiknya profil yang dimunculkan cuma 1 saja,Netral
KPPS kedua ,Netral
Diharapkan aplikasi berjalan dengan baik sampai hari pelaksanaan,Netral
saya sedang menggunakan sirekap saat ini,Netral
Aplikasi masih dalam tahap pengembangan dan perlu ditingkatkan lagi,Netral
Disarankan agar server dipersiapkan lebih baik untuk menghindari kendala pengiriman data,Netral
"Aplikasi saat ini belum dapat diperbarui secara optimal dan memerlukan perbaikan, mohon arahan",Netral
Diharapkan sistem berjalan lancar sampai hari pelaksanaan,Netral
"Saat ini aplikasi berjalan lancar, diharapkan tetap stabil ke depannya",Netral
Aplikasi tidak dapat diperbarui per tanggal 19 November 2024,Netral
gimana cara kalau lupa password sirekap,Netral
versi 2.73 seperti arahan,Netral
Diharapkan aplikasi berjalan stabil saat hari pelaksanaan,Netral
Perlu penyesuaian,Netral
Diharapkan proses login dapat berjalan lancar,Netral
"Perlu panduan untuk mereset kata sandi, dan aplikasi meminta pembaruan saat login",Netral
"Belum dapat memperbarui ke versi 2.73, mohon panduan lebih lanjut",Netral
"Setelah diperbarui ke versi 2.73, aplikasi dapat diakses kembali",Netral
Proses pembaruan aplikasi cukup sering dan memerlukan koneksi yang stabil,Netral
"Proses pembaruan dari versi 2.71 ke 2.73 mengalami kesulitan di perangkat Oppo dan Vivo, tapi bisa di hp samsung mohon petunjuk",Netral
Sirekap saya lupa pasword nya jadi gak bisa buka ..mohon arahan nya,Netral
"Untuk saat ini tidak ada masalah saat bimtek 2, mudah-mudahan pas hari H tidak ada kendala.",Netral
Untuk pengambilan gambar perlu ditingkatkan agar lebih cepat dan efisien saat hari H.,Netral
Pernah menjadi anggota KPPS,Netral
Aplikasi baru,Netral
Pernah sebagai anggota pantarlih untuk pilpres dan sebagai ketua TPS.,Netral
Disarankan aplikasi memiliki fitur lupa kata sandi untuk memudahkan akses pengguna,Netral
"Saat ini belum bisa login, menunggu informasi selanjutnya",Netral
"Aplikasi dapat digunakan sesuai kebutuhan, tapi membutuhkan waktu untuk upload",Netral
Sudah bisa login dan berjalan sesuai prosedur,Netral
Versi Pilkada memiliki perbaikan dibanding versi sebelumnya,Netral
Versi 2.73 sudah menggantikan versi 2.71 dan dapat digunakan,Netral
Harap aplikasi tetap stabil saat digunakan di hari H,Netral
Fitur lupa password diperlukan agar pengguna dapat memulihkan akun.,Netral
Aplikasi dapat dibuka dengan menyesuaikan kondisi sistem,Netral
Aplikasi memiliki desain unik,Netral
Menggunakan Sirekap pada waktu Pilpres.,Netral
Aplikasi masih memerlukan beberapa penyempurnaan.,Netral
Perlu penyesuaian perangkat untuk menjalankan aplikasi.,Netral
Diharapkan aplikasi dapat diperbarui secara berkala.,Netral
Aplikasi sudah diperbarui dan dapat digunakan.,Netral
"Notifikasi menunjukkan aplikasi versi ini sudah tidak berlaku, perlu update.",Netral
Mohon panduan jika mengalami lupa kata sandi.,Netral
 Baru mendaftar.,Netral
"Aplikasi berjalan dengan baik, meski masih ada hal yang bisa ditingkatkan.",Netral
Apakah aplikasi sudah diperbarui untuk Pilkada?,Netral
Mohon konfirmasi versi aplikasi terbaru.,Netral
Kapan versi terbaru akan tersedia?,Netral
" Untuk versi terbaru, disarankan mengunduh tautan dari PPS/PPK.",Netral
Juruani Susanti.,Netral
Versi saat ini masih perlu pembaruan.,Netral
 Siap untuk update Sirekap.,Netral
Aplikasi ini diharapkan memudahkan petugas KPPS.,Netral
 Pilkada 2024.,Netral
Aplikasi sesuai fungsi.,Netral
Pernah menjadi KPPS pengguna aplikasi Sirekap pada 2020.,Netral
Masih menunggu informasi username dan password.,Netral
"Terkadang login gagal karena kombinasi data yang salah, tapi masih bisa scan data",Netral
Semoga aplikasi berjalan dengan baik saat digunakan.,Netral
"Kadang bisa di buka kadang aplikasi sulit dibuka, mohon evaluasi lebih lanjut.",Netral
Ingin memahami cara penggunaan aplikasi lebih lanjut.,Netral
Harap diperbarui ke versi terbaru agar tetap dapat digunakan.,Netral
Perlu update aplikasi karena versi lama sudah tidak mendukung.,Netral
Perlu verifikasi ulang jika login tidak berhasil.,Netral
" Setelah unduhan, aplikasi menampilkan pesan versi tidak berlaku.",Netral
Aplikasi yang digunakan masih dalam tahap pengembangan dan terus diperbaiki.,Netral
Perlu update ke versi terbaru agar sinkron dengan pelatihan di lapangan.,Netral
"Aplikasi tidak bisa digunakan saat ini, memerlukan solusi.",Netral
Tambah pengalaman.,Netral
"Ok, dicoba terlebih dahulu.",Netral
"Jika tidak bisa dibuka, silakan tunggu informasi update dari PPS.",Netral
"Jika lupa password, mohon panduan dari pihak terkait.",Netral
 Belum memiliki pengalaman menggunakan Sirekap.,Netral
Semoga aplikasi berjalan lancar saat Pilkada.,Netral
Aplikasi versi ini memerlukan pembaruan agar dapat digunakan.,Netral
Semoga aplikasi berjalan baik.,Netral
Uji coba.,Netral
Mohon solusi jika akun mengalami lupa password.,Netral
"Sudah instal aplikasi, namun versi tidak berlaku, mohon solusi.",Netral
 Pernah menggunakan.,Netral
Siap menjalankan tugas pada Pemilu 2024.,Netral
"Mudah2 dilancarkan pekerjaannya, Aamiin",Netral
Membantu untuk menghitung surat suara lewat aplikasi ini dan juga memudahkan petugas untuk bekerja.tapi kendalanya kenapa sirekap tidak bisa mengupdate ke versi 2.73,Netral
"Gagal update terus, kenapa yah?",Netral
"Aplikasi yang ""Dipaksakan"" untuk perhitungan pilkada serentak ataupun pemilu. Padahal masih jauh dari kata bagus.",Netral
Semoga aplikasi nya tidak bermasalah dan terjadi Server Maintenance,Netral
Tadi aman dh bisa login dan praktek sirekap pada rapat bimtek 1 tiba2 pas mau d pake lagi nga bisa login Berusaha Ampe stres tingkat dewa,Netral
Apk ini ko tdk bisa masuk kenapa ka tdk bisa,Netral
Saya lupa password apakah bisa di bantu?,Netral
Setiap ada uji beban atau rekapitulasi sebaiknya profil yang dimunculkan cuma 1 saja,Netral
Semoga bisa diandalkan sampai hari H agar tidak membebani relawan,Netral
Bagaimana solusinya jika lupa password akun Sirekap??,Netral
Moga saja lancar tanpa kendala sampai hari H.,Netral
"Untuk saat ini tidak ada masalah, semoga di hari H-nya tidak bermasalah dan lancar",Netral
Aplikasi baru.,Netral
Pernah sebagai anggota pantarlih untuk Pilpres dan Wapres dan sebagai ketua TPS Pilpres dan Wapres.,Netral
ikuti alur ,Netral
tes dulu,Netral
uji coba dulu,Netral
siap untuk menggunakan sirkap,Netral
Semoga tidak lelet saat satu Indonesia pakai,Netral
"Aplikasi mungkin masih dalam tahap pengembangan, semoga segera stabil.",Netral
Mohon dipastikan server siap agar gambar dapat terkirim dengan lancar saat digunakan.,Netral
Aplikasi masih perlu penyempurnaan agar pembaruan dapat berjalan maksimal.,Netral
Saat ini pembaruan aplikasi per 19 November 2024 belum tersedia.,Netral
emoga aplikasinya berjalan lancar dan tidak bermasalah saat hari H.,Netral
Mohon agar proses unduh dan pembaruan lebih efisien agar tidak memberatkan pengguna.,Netral
Semoga versi final aplikasi dapat segera dirilis agar bisa digunakan dengan lebih stabil.,Netral
"Awalnya lancar, namun pada hari H sempat mengalami kendala saat unggah file PDF.",Netral
aku barusan pertama kali ikut kpps eh malah jadi sirekap 1 anjayyy,Netral
"android 13, ram 8 , kapasitas 256 niat mo download tapi ""perangkat tidak kompatibel"". download piye lur",Netral
User ios malah kepilih jadi sirekap,Netral
"kok banyak sliweran kayak gini, kebetulan jadi operator sirekap jg emang sulit ya kak?😌",Netral
pake android ram 2 + pake smartfrend,Netral
kuota yg banyak sama harus bekal charger,Netral
ditempat gue tugasnya kok belum dibagi ya,Netral
aku barusan pertama kali ikut kpps eh malah jadi sirekap 1 anjayyy,Netral
ip sambil leyeh leyeh dulu,Netral
"Hai dev, tolong perhatikan kita dipelosok indonesia timur yang koneksi internetnya tidak memadai ini juga donk!! kalau aplikasi ini anda pasangi TIMEOUT ya otomatis saat hari H kita tidak akan bisa bekerja",Netral
"Awalnya apk bisa, trs pas log in kembali tidak bisa masuk. Untuk kalian yg seperti saya sampai hapus cache, uninstal dan download lg tp tidak bisa masuk/log in bahkan sampai restart hp. Dengan syarat tidak lupa username dan pw silahkan hubungi orang yang bertugas mengenai sirekap di kelurahan anda. Agar segera di buatkan akun baru. Alhamdulillah saya langsung dibuatkan baru dan bisa kembali. Jika sdh ok, jgn hapus cache apk agar terus tersimpan data loginnya. Kalau udh ok apknya jgn di otak-atik",Netral
"Baguss, sangat mudah dipahami. Namun tolong diupgrade lagii min. Dulu versi 2.71 di hp saya bisa masuk, tapi skrg pake versi 2.73 tidak bisa masuk.",Netral
Semoga Bisa Digunakan Sampai Hari H Sebagaimana Mestinya 😄😄😄😄😄,Netral
Semoga aplikasi sirekap pada pilkada kali ini aplikasinya tidak ada kendala lgi,Netral
gw kasih bintang lima buat si rekap..... tolong di tingkatkan admin jaringan aplikasinya,Netral
"Maaf sebelumnya tapi aplikasi belum bisa digunakan secara optimal mau log in saja sulit dan rata rata kendala nya itu semua, mungkin bisa di perbaiki dulu, jika memang sedang maintenance info saja maintenance jadi kita tidak terlalu khawatir Yang sangat kita khawatirkan kalau nanti saat hari pemilu aplikasi tidak dapat digunakan secara serentak tapi diwajibkan menguploud data Mohon untuk pihak KPU segera mengatasi banyaknya kendala kendala yang saat ini terjadi Terima kasihh",Netral
Lah tempat gua sirekap 1 sama 2 pakek ios semua,Netral
Harus nya di sediain sama pps nya ga si,Netral
Iphone bisa ga sirekao?,Netral
klo jdi operator ada tambahan gajih kah?,Netral
wawancara di tanyain apa aja sih ? aku baru awal daftar ga punya pengalaman 🤣,Netral
loh pake android to. kirain harus leptop,Netral
Hoo jadi ini gunanya pertanyaan jenis hp di siakba,Netral
Boleh pake ios ga si? Aku kepilih sirekap 2 lagi,Netral
"untung sirekap ketua hahaa, semoga gue bagian tinta",Netral
foto pak jokowi dilepas di sekolah,Netral
os bisa ga? Soalnya jadi sirekap2,Netral
masa kata kpps ditempat gw yg android versi terbaru GK bisa harus 9-12 doang. apa bener?,Netral
hp ku oppo A3S ram 2 malah dipilih jd sirekap,Netral
"lah HP ku kecil ram nya kak, malah di suruh megang apk si rekap.. mudah² KPU bisa ganti HP ku kk",Netral
"android 11 ram 4/64gb, memori masih sisa banyak bisa ga kak?",Netral
Yayaya sirekap harus android,Netral
merek vivo juga ga bis akah? aku sirekap soalnya,Netral
Minimal Android berapa?,Netral
lah gua sirkeap jir,Netral
7 anggota kpps itu termasuk sirekap atw beda jga yh,Netral
Harus pake samsung s 24 donk,Netral
sirekap ku si pak ketua hehe,Netral
Yang jadi pps admin datin😊,Netral
"dulu pas pilpres aku kpps 2+sirekap 1,awomawok habis tu dah pilkada ditunjuk lagi",Netral
andai kemaren gw ngakunya pake hp vivo ram 2gb pasti ga dijadiin sirekap 1🙂,Netral
Kpps 1 + Sirekap 1,Netral
Tadinya jadi sirekap 1 sama kpps 4 tapi aku bernego menjadi kpps 3 saja😭,Netral
sirekap 1 kpps 7 absen😏,Netral
Ada yg tau gak tugas saksi itu ngapain aja degdekan banget takut salah soalnya baru pertama kali,Netral
Emang harus yah sirekap ini pake hape android? Di tmpt ku diwajibkan,Netral
aku yang jadi KPPS 4 plus sirekap 2 be like 🔥🤙,Netral
Sirekap 1 & kpps 5,Netral
Gw yg alumni sirekap pemilu februari 2024 😎,Netral
Sirekap 1 hadir,Netral
padahal gua pengennya jagain tinta,Netral
"sumpah kemaren ujicoba mana sendiri sirekap 2 gahadir, pas bupati gabisa sekali foto kesabaran di uji untung akurat😭🤣",Netral
"2x sirekap, dobel sabar kang",Netral
jangan tanya sabarku seluas apa,Netral
"apa itu hastag yg sirekap tau hanya april tag, menyala&semangat sirekap pilkada🔥",Netral
aku sirekap 1 kpps 3,Netral
sirekap aja siii,Netral
besoklah jadi ketua,Netral
Mau jaga tinta aja,Netral
sirekap 1 dan 2,Netral
aku alumni sirekap pilpres🤯,Netral
Pake tripod yg bisa disesuaikan ketinggiannya dg form c hasil,Netral
"kpps 4 kerjanyaa apa gays?,",Netral
"Pernah jadi ketua kpps, sekaligus operator sirekap",Netral
"KPPS 4 sirekap 1 ,,yaasaaalaamm 😭",Netral
kpps 2 saya,Netral
"bg apa bener ya klo misal sirekap 2 uda upload pdf dan uda 100 persen,terus sirekap 1 nya bakal eror pas buat unggah pdfnya,karna datanya uda ke upload dari sirekap 2?",Netral
"bg apa bener ya klo misal sirekap 2 uda upload pdf dan uda 100 persen,terus sirekap 1 nya bakal eror pas buat unggah pdfnya,karna datanya uda ke upload dari sirekap 2?",Netral
Sirekap 1 udah pernah 2x. Ditambah kebagian tugas di kpps 2. Menyala sirekap 1 ku,Netral
ku jadi sirekap 1 mana baru prtama ikut kpps,Netral
apalagi pas upload daftar hadir,Netral
Kpps 4+Sirekap1+Operator printer+full nulis C-Hasil😭,Netral
menjiwai sirekap sya ahwhwhwhw,Netral
hahha iya bnerr bngg,Netral
kuncinya cuma SABAR,Netral
Sngat sabar 🥰 tapi ada titik terang beda dengan pilpress😅,Netral
gw ketua sekaligus sirekap 1,Netral
Ku pasrahkan dengan kpps ku lah,Netral
Salam dari sirekap kaltim,Netral
Salam dari sirekp madura ,Netral
itu bajunya khusus operator sirekap kah bang?,Netral
pilkada tahun ini bagian sirekap lagi,Netral
guranjay,Netral
🤣🤣🤣benar2 menguji kesabaran,Netral
waduh yg 150 cm gmn😂,Netral
katanya nanti untuk sirekab bakalan dapat hp android.. emang iya ?,Netral
"bg apa bener ya klo misal sirekap 2 uda upload pdf dan uda 100 persen,terus sirekap 1 nya bakal eror pas buat unggah pdfnya,karna datanya uda ke upload dari sirekap 2?",Netral
Sirekap 1 udah pernah 2x. Ditambah kebagian tugas di kpps 2. Menyala sirekap 1 ku,Netral
ku jadi sirekap 1 mana baru prtama ikut kpps,Netral
apalagi pas upload daftar hadir,Netral
Kpps 4+Sirekap1+Operator printer+full nulis C-Hasil😭,Netral
menjiwai sirekap sya ahwhwhwhw,Netral
hahha iya bnerr bngg,Netral
pernah kepikiran gak sih kalo bisa pakai tripod biar gak gemeteran,Netral
real,Netral
kurang akurat tapi lancarrr woii,Netral
gw sirekap 1,Netral
pake tripod sip,Netral
"baru pertama kali ikut di kpps 3 + sirekap,",Netral
Coba dadi ketua,Netral
saran pake sirekap mode offline dulu kak,Netral
sirekap jaga tinta💅,Netral
"apalagi pas pilpres kmren, kpps 3 + sirekap 1.",Netral
"padahal baru nyoba ikutan KPPS, malah langsung disuruh jadi sirekap🥺",Netral
"Aplikasi sudah saya coba, masih tahap eksplorasi.",Netral
dah lah begitu,Netral
Belum ada kendala sejauh ini.,Netral
sebenrnya ga ada masalah si aplikasi nya tapi jaringannya woi lemot banget,Netral
Masih dalam proses pembelajaran penggunaan.,Netral
apaandah,Netral
"Baru saja diunduh, belum bisa memberi penilaian.",Netral
hmm,Netral
Tampilan aplikasi cukup sederhana.,Netral
Proses instalasi berjalan lancar.,Netral
Fitur-fitur dasar terlihat sudah tersedia.,Netral
Belum sempat digunakan secara penuh.,Netral
Baru pertama kali menggunakan aplikasi ini.,Netral
"Login berhasil, masih mengecek fungsinya.",Netral
Tidak ada masalah besar saat pemasangan.,Netral
Manual penggunaan cukup jelas.,Netral
UI terlihat standar.,Netral
Ukuran aplikasi tidak terlalu besar.,Netral
Informasi dasar sudah bisa diakses.,Netral
Aplikasi terbuka dengan normal.,Netral
"Baru ikut pelatihan, belum coba semua fitur.",Netral
Fungsi dasar seperti input data bisa dilakukan.,Netral
"Sudah instal, menunggu instruksi selanjutnya.",Netral
Aplikasi perlu digunakan lebih lama untuk bisa menilai.,Netral
Sudah mengikuti prosedur login.,Netral
Proses update berjalan sesuai arahan.,Netral
Belum mencoba saat hari H.,Netral
Beberapa fitur terlihat aktif.,Netral
Layout menu cukup mudah dimengerti.,Netral
Baru menerima informasi soal aplikasi ini.,Netral
Saat ini masih tahap uji coba.,Netral
Belum ada pengalaman signifikan.,Netral
Data bisa diinput tapi belum diuji keseluruhan.,Netral
Terlihat seperti aplikasi resmi dari KPU.,Netral
Menunggu bimtek untuk panduan lebih lanjut.,Netral
Cukup mudah dipasang di perangkat.,Netral
Belum tahu bagaimana performanya saat padat pengguna.,Netral
Baru melihat demo aplikasinya.,Netral
Aplikasi sudah ada di perangkat tapi belum digunakan.,Netral
"Sudah instalasi, belum tahu fungsionalitas lengkap.",Netral
Proses unduh berjalan tanpa masalah.,Netral
Sistem berjalan sesuai panduan awal.,Netral
Sejauh ini belum ada hambatan besar.,Netral
Butuh waktu untuk memahami semua fiturnya.,Netral
Aplikasi terlihat lengkap dari sisi fitur.,Netral
Baru memulai latihan menggunakan aplikasi.,Netral
Perlu waktu lebih lama untuk menguji stabilitas.,Netral
Belum mencoba versi terbaru.,Netral
"Login sudah dilakukan, fitur belum dijelajahi.",Netral
Akan digunakan saat hari pemungutan suara.,Netral
Petunjuk instalasi cukup membantu.,Netral
Belum semua fitur saya pahami.,Netral
Dalam tahap menyesuaikan diri dengan sistem.,Netral
"Tidak ada kendala besar sejauh ini, masih dalam pengamatan",Netral
"Aplikasinya cukup membantu, meski kadang masih agak lambat saat dibuka.",Netral
